"training_id","training_day","title","start_date_time","end_date_time","instructor","cost","registration_open","location","room","max_students","instructor_bio","description","teaser","created","last_modified","public"
"09912d7e-166c-4634-aaeb-8ec50ec39147",2,"Getting the Most From Your Lidar Data","2019-10-22 18:00:00+00","2019-10-22 22:00:00+00","Julie Parker and Joey Thomas","100.00",True,"J.J. Pickle Research Center","Stadium",35,"#### Julie Parker
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/julie_parker_headshot.jpg"" alt=""headshot of instructor Julie Parker""> Julie Parker is a respected leader, and geospatial professional who has spent her 20-year career concentrated on providing impactful, location-based information and solutions to the clients she serves. With over a decade of focused experience in the Energy industry, Julie has worked with companies of all sizes and in various locations throughout the U.S. and abroad from global “Super Majors” to small regional operators. Her work has also expanded to serve pipeline operators and firms adjacent to the Energy sector such as attorneys, environmental consultants, geoscientists, engineers, as well as land and mineral investors.
Drawing on her interdisciplinary expertise in geography, information technology, energy, and business, Julie has developed specialties in the application of Geographic Information Systems (GIS), Global Positioning Systems (GPS), and Remote Sensing for effectively managing risk, improving decision-making, and increasing client profitability.  In her current role as a consultant and advisor, Julie continues building on the successes of her years of experience by helping clients source data and analytical products to resolve legal disputes, monitor critical assets and locations, minimize operational and security risk, as well as support compliance programs.
Julie holds a BA in Liberal Studies (concentration in Business and Geography) from Francis Marion University and an MS in Geography from South Dakota State University.</p>","This workshop will introduce students to how to access the available public Lidar data. It will also delve into the different quality and specifications used when acquiring the data before explaining how to get started using the data. 

Prerequisites: Working knowledge of GIS will be very helpful.","Want or need to know how to access publically available Lidar data? This workshop is for you!  You'll learn how to access available data and so much more!","2019-07-17 18:52:42.540428+00","2019-07-17 18:52:42.540468+00",True
"a523783b-2f12-41e8-b22a-de718ed54cfd",2,"CARTO","2019-10-22 18:00:00+00","2019-10-22 22:00:00+00","JD Godchaux","100.00",True,"J.J. Pickle Research Center","Mustang",25,"","CARTO is the world's leading Location Intelligence platform.","","2019-07-17 19:00:27.546574+00","2019-07-17 19:00:27.546585+00",True
"d96975eb-c6e7-4472-a9af-7144461880f0",1,"R for Data Visualization","2018-10-22 13:00:00+00","2018-10-22 17:00:00+00","Eric Pimpler","100.00",False,"TCEQ","TCEQ 234",15,"#### Eric Pimpler
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/eric_headshot.jpg"" alt=""headshot of instructor Eric Pimpler"">Eric is the founder and owner of GeoSpatial Training Services (geospatialtraining.com) and has over 20 years of experience implementing and teaching GIS solutions using ESRI, Google Earth/Maps, Open Source technology. Currently Eric focuses on ArcGIS scripting with Python, and the development of custom ArcGIS Server web and mobile applications using JavaScript.</p>

Eric is the author of Programming ArcGIS with Python Cookbook - 1st and 2nd Edition, Building Web and Mobile ArcGIS Server Applications with JavaScript, Spatial Analytics with ArcGIS, and ArcGIS Blueprints. Eric has a Bachelor’s degree in Geography from Texas A&M University and a Master's of Applied Geography degree with a concentration in GIS from Texas State University.","Today, data science is an indispensable tool for any organization, allowing for the analysis and optimization of decisions and strategy. R has become the preferred software for data science, thanks to its open source nature, simplicity, applicability to data analysis, and the abundance of libraries for any type of algorithm.   From government and universities to new start-ups and big tech like Google or Microsoft, the use of R big data and data science has become a standard tool.  R is a simple and powerful language, but, it can be slow and inefficient if not used properly.  This class introduces you to the foundations of R programming, but also focuses on the efficiency of data processing.  This course will introduce the students to the fundamentals of the R language and additionally become familiar with some of the most efficient libraries for data visualization in chart, graph, and map formats.  The students will learn the language and applications through examples and practice.  
No prior programming skills are required.","This course will introduce the students to the fundamentals of the R language and additionally become familiar with some of the most efficient libraries for data visualization in chart, graph, and map formats.","2019-07-17 19:08:49.053798+00","2019-07-17 19:08:49.053838+00",True
"8d8c0096-2691-42e5-ad88-de424204b493",1,"Going Pro - ArcGIS Pro Essentials for Desktop Users – Hands On","2018-10-22 13:00:00+00","2018-10-22 17:00:00+00","Pam Kersh and Zena Pelletier","100.00",False,"J.J. Pickle Research Center","Balcones",35,"#### Zena Pelletier 
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/zena_headshot.jpg"" alt=""headshot of instructor Zena Pelletier""> Zena Pelletier is a Solution Engineer on the Local Government team at Esri. Prior to joining Esri, Zena worked for the Dept. of Defense with 20+ years of work experience. Background work experience also includes surveying and drafting, construction and design management, computer programming and developing software. Zena earned A.S. from Ivy Technical College, focused on Design Technology, B.S.G. from Fort Hays State University, with a dual major degree focused in Construction Management and Geographic Information Systems, and Post Baccalaureate Certificate in Geographic Information Systems from Pennsylvania State University Graduate School. Zena holds a GISP and Security+ Certification.</p> <hr class=""clearfix"">

<h4>Pamela Kersh</h4>
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/pamela_headshot.jpg"" alt=""headshot of instructor Eric Pimpler"">Pamela Kersh is a Solution Engineer for Esri based out of the San Antonio Regional Office, with over 25 years of GIS and Remote Sensing experience.  Pam’s background covers many industries such as cartographic publication design and production, international oil and gas exploration, environmental remediation and litigation, deforestation monitoring and surveillance systems, various environmental engineering projects, and telecommunications.  Pam’s responsibilities include supporting our customers with GIS projects and proof of concepts, and our account managers with creating solutions for our customers, and regional and corporate sales and marketing efforts, and developing and presenting software solution demonstrations.</p>","Are you an experienced ArcMap User considering migrating to ArcGIS Pro? This workshop will help prepare you to be productive right away. You will learn essential ArcGIS Pro terminology and get familiar with the ribbon-based user interface. The workshop highlights key features of Pro including mapping, editing, and geoprocessing workflows in 2 & 3D. Attendees will experience new and streamlined capabilities that will help complete your GIS work more quickly and easily than ever before.

Session Goals: Import existing ArcMap Projects into Pro, Understand the Pro Interface, Symbolizing and Editing in 2 & 3D, Geoprocessing and Analysis, and Curating and Sharing data, maps, Apps and Solutions with others.","Are you an experienced ArcMap User considering migrating to ArcGIS Pro? This workshop will help prepare you to be productive right away.","2019-07-17 19:11:09.808194+00","2019-07-17 19:11:09.808235+00",True
"09d22d19-5628-473d-8c52-1f03ee892c82",1,"From Maps2Apps - Simple, Focused, Configurable, Off-the-Shelf Solutions – Hands On","2018-10-22 18:00:00+00","2018-10-22 22:00:00+00","Mike Beavers & TBD","100.00",False,"J.J. Pickle Research Center","Balcones",35,"#### Michael Beavers
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/beavers_headshot.jpg"" alt=""headshot of instructor Michael Beavers""> Michael Beavers is a Solution Engineer with Esri where he focuses applying his product expertise to formulating web-based GIS solutions for customers in Local Government and the Aviation Industry. Mike has extensive experience in GIS management. He worked as a GIS Manager/Coordinator in the private sector and in local and regional governments. A military veteran, Captain Beavers was an Instructor Navigator in the Air Force. He flew as a commercial/airline pilot after his military service. Michael earned a B.S. from Texas State University, where he concentrated on cartography, photogrammetry, remote sensing and computer science. He earned a Master’s Degree in GIS from New Mexico State University.</p>","Everyone uses Apps - they are everywhere. Apps are tools we use to interact, share, and learn. The vast majority of Apps have one thing in common - Location. In this course, we will review how the Web Map is the core tool that allows you to create, configure, deploy, and share Off-the-Shelf, Location-based Apps. Attendees will learn how to build and share configurable Apps, how to deploy focused Apps using Web AppBuilder and how to create meaningful Story Maps.

Goals: Create, configure, and share a Web Map, learn about the variety of Solutions available in ArcGIS Online, Select, create, configure, and share a Configurable, Off-the-Shelf App, Learn how to build an App using Web AppBuilder, Configure and deploy an Operations Dashboard, and how to create and share a meaningful Story Map.","","2019-07-17 19:13:18.727149+00","2019-07-17 19:13:18.727189+00",True
"adacc00c-b1ca-41b5-a316-6dedf85b8602",1,"Fundamentals of Census Geography and TIGER Topology","2018-10-22 18:00:00+00","2018-10-22 22:00:00+00","James Castagneri & Lacey Loftin","50.00",False,"J.J. Pickle Research Center","Stadium",35,"#### Jim Castagneri
<img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/james_headshot.jpg"" alt=""headshot of instructor James Castagneri"">Jim Castagneri is a Geographer with the U.S. Census Bureau who manages geographic programs for Texas and the Rocky Mountain west. Early in his career, Jim was involved in the creation of the TIGER system. More recently, Jim has played a pivotal role in bringing GIS analysis to survey management and Census field operations. He specializes in Census statistical geography and the spatial analysis of demographic data.</p>
 <hr class=""clearfix"">

<h4>Lacey Loftin</h4>
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/lacey_headshot.jpg"" alt=""headshot of instructor Lacey Loftin""> Lacey Loftin is a statistician with the United States Census Bureau. In the 14 years that she has been with the agency, she has served as an Analyst for the Economic Census, supervised data collection operations, acted as a congressional liaison during the 2010 Census, and worked to create the Statistics in Schools program. Lacey's time is now focused on outreach to organizations and governments in Texas, sharing data, tools and useful applications.</p>","The MAF/TIGER system is the foundation for the decennial census and for the American Community Survey (ACS) among others. Created through a cooperative program with the United States Geological Survey (USGS) in the 1980’s, TIGER and census demographic data are now a critical part of the planning landscape. This workshop will explore the details of census geography and TIGER topology. We will answer questions such as; How do political and statistical geographies relate within TIGER? What happens to census blocks when a city submits a new annexation? And; Why did my CDP change shape in-between censuses? Bring your tough questions about TIGER and Census geography for an answer packed session designed to help you make the most out of TIGER data!","This session will provide you with details of census geography and TIGER topology.  Bring your questions and talk with the experts!","2019-07-17 19:15:18.346602+00","2019-07-17 19:15:18.346639+00",True
"5cb38314-2bb2-4e76-845a-a5268064a376",1,"Hands-on Satellite Imagery Analysis","2018-10-22 18:00:00+00","2018-10-22 22:00:00+00","Sara Safavi","100.00",False,"J.J. Pickle Research Center","Longhorn",35,"#### Sara Safavi
<img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/safavi_headshot.jpg"" alt=""headshot of instructor Sara Safavi""> Sara is a software engineer at Planet, where she creates tools to help developers, data scientists, and geo-people do amazing things with daily satellite imagery. Based in Austin, TX, Sara frequently gives tech talks and teaches workshops centered around Python and/or geospatial data and tools.","Satellite data is more widely available than ever before, and it is now possible for the public to access sub-weekly and even daily imagery of the Earth's entire landmass. In this tutorial, you will gain hands-on experience exploring publicly-available satellite imagery and using Python tools for geospatial and time-series analysis of medium- and high-resolution imagery data. At the end of the workshop, you will apply what you've learned to investigate real-world challenges. This workshop is for geospatial data developers and GIS professionals who have basic familiarity with Python. 
It would help if learners attending this workshop also had some familiarity with Jupyter Notebooks, but this is not required.","In this tutorial, you will gain hands-on experience exploring publicly-available satellite imagery and using Python tools for geospatial and time-series analysis of medium- and high-resolution imagery data.","2019-07-17 19:19:15.806067+00","2019-07-17 19:19:15.806085+00",True
"7c233a17-44cd-4924-8c25-44ea393251ef",2,"Field Operations with ArcGIS Apps","2018-10-23 13:30:00+00","2018-10-23 21:30:00+00","Chris LeSueur","150.00",False,"J.J. Pickle Research Center","Balcones",35,"#### Chris LeSueur
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/lesueur_headshot.jpg"" alt=""headshot of instructor Eric Pimpler""> Chris LeSueur is a Product Manager with the Apps Team in Redlands, California. He is responsible for managing Esri's mobile software products for smartphones, tablets, and rugged field devices. Chris has been with Esri for 18yrs working in various positions in Technical Marketing and Product Management.  Before starting his career at Esri, Chris graduated from Brigham Young University with a degree in Geographic Information Systems.</p>","ArcGIS Apps can help your organization improve coordination and operational efficiency in field work activities.  In this full-day hands-on session you will learn how ArcGIS Apps can help optimize every step of your field and data collection operations
Coordinate - Coordinating your field workforce and work assignments with Workforce for ArcGIS
Navigate - Helping field users get quickly and safely to their destination with Navigator for ArcGIS
Capture - Choosing the best data capture experience for your field users with Collector for ArcGIS and Survey123 for ArcGIS
Monitor - Building effective operation dashboards with Operations Dashboard for ArcGIS
Bring your laptops to work on the exercises!","ArcGIS Apps can help your organization improve coordination and operational efficiency in field work activities.  Learn how ArcGIS Apps can help optimize every step of your field and data collection operations.","2019-07-17 19:22:37.298055+00","2019-07-17 19:22:37.298066+00",True
"6130ce63-cfb2-4a90-b7d9-a4376bda4e5d",2,"Integrating Census Data into GIS","2018-10-23 13:00:00+00","2018-10-23 17:00:00+00","James Castagneri & Lacey Loftin","50.00",False,"J.J. Pickle Research Center","Stadium",35,"#### Jim Castagneri
<img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/james_headshot.jpg"" alt=""headshot of instructor James Castagneri"">Jim Castagneri is a Geographer with the U.S. Census Bureau who manages geographic programs for Texas and the Rocky Mountain west. Early in his career, Jim was involved in the creation of the TIGER system. More recently, Jim has played a pivotal role in bringing GIS analysis to survey management and Census field operations. He specializes in Census statistical geography and the spatial analysis of demographic data.</p>
 <hr class=""clearfix"">

<h4>Lacey Loftin</h4>
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/lacey_headshot.jpg"" alt=""headshot of instructor Lacey Loftin""> Lacey Loftin is a statistician with the United States Census Bureau. In the 14 years that she has been with the agency, she has served as an Analyst for the Economic Census, supervised data collection operations, acted as a congressional liaison during the 2010 Census, and worked to create the Statistics in Schools program. Lacey's time is now focused on outreach to organizations and governments in Texas, sharing data, tools and useful applications.</p>","Have you ever struggled to integrate data from the Census Bureau's website into your GIS? This 3-hour session will cover everything you need to know. From understanding and selecting the proper census data, to formatting the data in ArcGIS. We'll cover the various types of Census geography, data sources and programs, data retrieval from American Factfinder, and data presentation in ArcGIS.  Students: please bring your laptops to the session.  Data will be pulled directly from the USGS website.","This 3-hour session will cover everything you need to know about Census Data. From understanding and selecting the proper census data, to formatting the data in ArcGIS.","2019-07-17 19:26:02.440901+00","2019-07-17 19:26:02.440911+00",True
"90eff263-a8bf-4c1c-b8e0-c407d409fb4d",2,"Getting the Most From Your Lidar Data","2018-10-23 18:00:00+00","2018-10-23 22:00:00+00","Julie Parker & Joey Thomas","100.00",False,"J.J. Pickle Research Center","Stadium",25,"#### Julie Parker
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/julie_parker_headshot.jpg"" alt=""headshot of instructor Julie Parker""> Julie Parker is a respected leader, and geospatial professional who has spent her 20-year career concentrated on providing impactful, location-based information and solutions to the clients she serves. With over a decade of focused experience in the Energy industry, Julie has worked with companies of all sizes and in various locations throughout the U.S. and abroad from global “Super Majors” to small regional operators. Her work has also expanded to serve pipeline operators and firms adjacent to the Energy sector such as attorneys, environmental consultants, geoscientists, engineers, as well as land and mineral investors.
Drawing on her interdisciplinary expertise in geography, information technology, energy, and business, Julie has developed specialties in the application of Geographic Information Systems (GIS), Global Positioning Systems (GPS), and Remote Sensing for effectively managing risk, improving decision-making, and increasing client profitability.  In her current role as a consultant and advisor, Julie continues building on the successes of her years of experience by helping clients source data and analytical products to resolve legal disputes, monitor critical assets and locations, minimize operational and security risk, as well as support compliance programs.
Julie holds a BA in Liberal Studies (concentration in Business and Geography) from Francis Marion University and an MS in Geography from South Dakota State University.</p>","This workshop will introduce students to how to access the available public Lidar data. It will also delve into the different quality and specifications used when acquiring the data before explaining how to get started using the data. Working knowledge of GIS will be very helpful.","This workshop will introduce students to how to access the available public Lidar data. It will also delve into the different quality and specifications used when acquiring the data before explaining how to get started using the data.","2019-07-17 19:27:57.928816+00","2019-07-17 19:27:57.928825+00",True
"5fe53cf7-b2a3-4b28-a3a4-9490026b07ea",2,"How to Analyze and Visualize Spatial Data with CARTO Builder","2018-10-23 18:00:00+00","2018-10-23 22:00:00+00","Jeff Ferzoco","100.00",False,"J.J. Pickle Research Center","Mustang",25,"#### Jeff Ferzoco
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/jferzoco_headshot_cropped.png"" alt=""headshot of instructor Jeff Ferzoco""> Jeff Ferzoco is on the Customer Success team at CARTO, and spends his days helping people better understand good mapping, design, strategy and technical choices. His background in design and urban planning have given him experience in cities, and he loves understanding places through data and cartography.</p>","This workshop will introduce the analytic and cartographic capabilities inside CARTO BUILDER, exposing the power of connected and dynamic workflows. Participants will learn about drag and drop analytics, their link to interactive and dynamic filters called widgets, cartographic styling, and a series of tips and tricks for customizing your location intelligence application. 

Participants should bring their own laptops.","This workshop will introduce the analytic and cartographic capabilities inside CARTO BUILDER, exposing the power of connected and dynamic workflows","2019-07-17 19:29:36.439625+00","2019-07-17 19:29:36.439636+00",True
"b82ba239-8907-4cfa-903a-670b9a03c0f6",1,"Insights For ArcGIS","2017-10-23 13:00:00+00","2017-10-23 17:00:00+00","Zena Pelletier & Brig Bowles","100.00",False,"J.J. Pickle Research Center","Balcones",20,"#### Zena Pelletier

<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/zena_headshot.jpg"" alt=""headshot of instructor Zena Pelletier""> Zena Pelletier is a Solution Engineer on the Local Government team at Esri. Prior to joining Esri, Zena worked for the Dept. of Defense with 20+ years of work experience.  Background work experience also includes surveying and drafting, construction and design management, computer programming and developing software.  Zena earned A.S. from Ivy Technical College, focused on Design Technology, B.S.G. from Fort Hays State University, with a dual major degree focused in Construction Management and Geographic Information Systems, and Post Baccalaureate Certificate in Geographic Information Systems from Pennsylvania State University Graduate School.  Zena holds a GISP and Security+ Certification.</p>

<hr class=""clearfix"">

#### Brig Bowles
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/brig_headshot.jpg"" alt=""headshot of instructor Brig Bowles"">Joseph Brigham Bowles is a Solutions Engineer and works out of the Esri San Antonio office. He has been with Esri for twenty plus years focusing mainly on the technical side of the sales process. His experience is in helping companies and individuals get their data into a spatial format to better find answers to questions. His areas of expertise include web mapping, server based GIS, developer technologies, and making spatial technology available to everyone.  </p>","Insights for ArcGIS is a new user experience for analysis available at ArcGIS 10.5 that focuses on simpler ways to work with your data to answer questions and share results including visualization first, drag and drop analytics and, on the fly filtering and aggregations. Insights for ArcGIS is designed to make interactive and exploratory analysis fast and intuitive so you can gain understanding from your data in a spatial context. Learn techniques in wrangling your data for analysis, best practices in working with Insights and its analysis capabilities and more.","Insights for ArcGIS is a web-based, data analytics workbench where you can explore spatial and non-spatial data. Answer questions you didn't know to ask. And, quickly deliver powerful results. Use maps, charts, and tables to visualize and tell your story like never before. Advanced algorithmic spatial analysis is as simple as drag-and-drop.","2019-07-17 19:56:09.886834+00","2019-07-17 20:05:47.116757+00",True
"934b5c99-3483-48f7-9957-331dd8dc5c36",1,"Building Beautiful Spatial Analysis with CARTO Builder","2017-10-23 18:00:00+00","2017-10-23 22:00:00+00","Jeff Ferzoco, CARTO","100.00",False,"J.J. Pickle Research Center","Mustang",NULL,"#### Jeff Ferzoco
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/ferzoco_headshot.jpg"" alt=""headshot of instructor Jeff Ferzoco""> Jeff Ferzoco is a designer and mapper working with CARTO on their public-sector team. His background is in information design/mapping, urban planning and data visualization – and where all of those blend together. Jeff has taught urban data and mapping at Pratt’s SAVI program and Columbia University/GSAPP. He loves coding, cartography and making things understandable and insightful – and teaching others to do it themselves.","This workshop will offer several exercises using CARTO Builder's analysis, SQL functions, and styling to increase understanding and data visualization.  Topics covered: importing data, styling data by values, analysis, publishing, and sharing.  Also, the discussion will venture into advanced SQL and data augmentation.  The discussion will move from beginner to intermediate with a bit of advanced techniques and reserve tie for Q&A at the end.  Bring your laptops!","Want to learn about CARTO Builder's analysis and more?  This workshop will cover a lot of information from beginner to intermediate with some advanced techniques, too.","2019-07-17 20:00:13.058443+00","2019-07-17 20:06:34.594043+00",True
"884f39fc-7372-41d7-9e60-b502c36ce0e7",1,"Census Data for GIS","2017-10-23 18:00:00+00","2017-10-23 22:00:00+00","Lacey Loftin, US Census Bureau","0.00",False,"J.J. Pickle Research Center","Longhorn",NULL,"<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/lacey_headshot.jpg"" alt=""headshot of instructor Lacey Loftin""> Lacey Loftin is a statistician with the United States Census Bureau. In the 14 years that she has been with the agency, she has served as an Analyst for the Economic Census, supervised data collection operations, acted as a congressional liaison during the 2010 Census, and worked to create the Statistics in Schools program. Lacey's time is now focused on outreach to organizations and governments in Texas, sharing data, tools and useful applications.</p>","Have you ever struggled to integrate data from the Census Bureau's website into your GIS? This 3-hour session will cover everything you need to know. From understanding and selecting the proper census data, to formatting the data in ArcGIS. We'll cover the various types of Census geography, data sources and programs, data retrieval from American Factfinder, and data presentation in ArcGIS.  Students: please bring your laptops to the session.  Data will be pulled directly from the USGS website.","This 3-hour session will cover everything you need to know. From understanding and selecting the proper census data, to formatting the data in ArcGIS.","2019-07-17 20:05:10.225005+00","2019-08-07 12:29:27.862526+00",True
"7d3c9518-36b0-4dcd-ae5a-58dac510d4e5",1,"Career Planning - GISP Certification","2017-10-23 13:00:00+00","2017-10-23 17:00:00+00","Brian King, Freese & Nichols","100.00",False,"J.J. Pickle Research Center","Mustang",NULL,"#### Brian King
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/brian_king_headshot.jpg"" alt=""headshot of instructor Brian King""> Brian King is a GIS Mapping Specialist and Archeologist in Freese and Nichols’ (FNI) Austin, TX office. In this role, he is responsible for drafting and design tasks in the areas of floodplain modeling and mapping, hydrology and hydraulics, residential sites, water resources studies, ArcGIS web mapping, and ArcGIS Data Collection apps.</p>

He has worked in the engineering, environmental, and archeology fields for over 17 years and has a passion for the industry, specifically geospatial solutions.  Mr. King is a certified Geographic Information Systems Professional (GISP), Registered Professional Archeologist (RPA), and Certified Floodplain Manager (CFM). He earned his Master’s degree in GIS from the Pennsylvania State University and Bachelor’s degree in Anthropology from the University of Kentucky.
Through his involvement with URISA Texas for many years, he has received recognition as a leader in the field of GIS and has served in numerous State and National elected and appointed positions.","The workshop will provide participants an overview of the history of the GISP certification, its current requirements, and a preview of the new exam.  

**Prerequisites:** Interest in learning about the GISP Professional Certification","Are you interested in learning more about the GISP? Hear about it from a local GIS professional who has earned the GISP, among other certifications.  Get your questions answered and get motivated to submit for this industry credential.","2019-07-17 19:54:08.097869+00","2019-07-17 20:05:31.681653+00",True
"75b99c16-940f-4303-8f06-448bddff7307",1,"Introduction to Spatial Statistics Using ArcGIS and R","2017-10-23 13:00:00+00","2017-10-23 17:00:00+00","Eric Pimpler, Geospatial Training Services","100.00",False,"TCEQ Computer Training Lab","TCEQ Computer Training Lab",14,"#### Eric Pimpler
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/eric_headshot.jpg"" alt=""headshot of instructor Eric Pimpler"">Eric is the founder and owner of GeoSpatial Training Services (geospatialtraining.com) and has over 20 years of experience implementing and teaching GIS solutions using ESRI, Google Earth/Maps, Open Source technology. Currently Eric focuses on ArcGIS scripting with Python, and the development of custom ArcGIS Server web and mobile applications using JavaScript.</p>

Eric is the author of Programming ArcGIS with Python Cookbook - 1st and 2nd Edition, Building Web and Mobile ArcGIS Server Applications with JavaScript, Spatial Analytics with ArcGIS, and ArcGIS Blueprints. Eric has a Bachelor’s degree in Geography from Texas A&M University and a Master's of Applied Geography degree with a concentration in GIS from Texas State University.","This hands-on session will introduce the student to the Spatial Statistics toolbox in ArcGIS and how to use the functionality provided by these tools. We'll discuss hot spot analysis, cluster and outlier analysis, and others.  Prerequisite: Intermediate level ArcGIS knowledge.","This hands-on session will introduce the student to the Spatial Statistics toolbox in ArcGIS and how to use the functionality provided by these tools.","2019-07-17 19:33:31.950838+00","2019-07-17 20:06:04.940339+00",True
"b4eb7b19-29ab-4edd-a6ad-d7e78db0187c",1,"Esri Maps & Apps - Field, Office, Public & Developer","2017-10-23 18:00:00+00","2017-10-23 22:00:00+00","Katherine Smyth & Michael Beavers","100.00",False,"J.J. Pickle Research Center","Balcones",NULL,"#### Katherine Smyth
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/smyth_headshot.jpg"" alt=""headshot of instructor Katherine Smyth"">Katherine Smyth is a Solution Engineer with Esri where she works with local governments to support their growth as GIS-powered organizations. Before Esri, Katherine used GIS to support private and public organizations specializing in archaeology, terrestrial planet exploration and natural resources. Katherine earned a BA in Anthropology from CU Boulder in 2007 and an MS in GIS from the University of Redlands in 2013.</p>

<hr class=""clearfix"">

#### Michael Beavers
<p><img class=""img-circle pull-left keynote-portrait"" src=""https://tnris-org-static.s3.amazonaws.com/images/beavers_headshot.jpg"" alt=""headshot of instructor Michael Beavers""> Michael Beavers is a Solution Engineer with Esri where he focuses applying his product expertise to formulating web-based GIS solutions for customers in Local Government and the Aviation Industry. Mike has extensive experience in GIS management. He worked as a GIS Manager/Coordinator in the private sector and in local and regional governments. A military veteran, Captain Beavers was an Instructor Navigator in the Air Force. He flew as a commercial/airline pilot after his military service. Michael earned a B.S. from Texas State University, where he concentrated on cartography, photogrammetry, remote sensing and computer science. He earned a Master’s Degree in GIS from New Mexico State University.</p>","During this workshop, attendees will learn how to leverage their investment in the ArcGIS Platform through ArcGIS Online and via Portal for ArcGIS. Esri will cover the Web Map which is the fulcrum of Web GIS and how Web Maps feed a suite of focused, off-the-shelf Apps that can be used in the office and in the field.","During this workshop, attendees will learn how to leverage their investment in the ArcGIS Platform through ArcGIS Online and via Portal for ArcGIS.","2019-07-17 20:08:20.760823+00","2019-07-17 20:08:20.760841+00",True
