"collection_id","name","acquisition_date","short_description","description","source","authoritative","public","known_issues","md_filename","wms_link","popup_link","carto_map_id","overview_image","thumbnail_image","natural_image","urban_image","tile_index_url","supplemental_report_url","lidar_breaklines_url","coverage_extent","tags","created","last_modified","agency_type_id","license_type_id","template_type_id"
"13e878bc-bd88-4900-85bf-34b7cdac3c00","GLO State Agency Lands","2017-07-14","<p>State agency-owned land in Texas.</p>","This layer contains tracts identified as owned by various state agencies, that have a mineral interest, whether all or in part. In-depth records research is necessary to make an actual determination of mineral status. (The collection is not complete and is a work-in-progress, with regular addition of new parcels.)","GLO",t,t,"None","data-catalog/entry/glo-state-agency-lands.md","","http://gisweb.glo.texas.gov/glomap/index.html","d5084e86-dec9-11e4-afda-0e0c41326911","images/data-catalog/entry/glo_state_agency_lands_overview.jpg","images/data-catalog/entry/glo_state_agency_lands_th.jpg","","","","","","Texas","Texas, GLO, TxGLO, Land, Oil, Gas, Access, Tracts","2018-07-30 11:42:39.947+00","2018-07-30 11:42:39.947+00","855f3cdc-e25d-4470-8e0d-8be483414792","","40d5e189-a34c-40f3-aa24-632bf1fab596"
"1849447b-4f62-4318-81d3-9fef9c31482c","StratMap NGA\USGS 2015 1ft NC\CIR Orthoimagery","2016-03-14","<p>The 12-inch orthoimagery were acquired in 2015 during leaf-on conditions. The dataset covers four citywide areas&#58; Amarillo, Dallas-Fort Worth, El Paso, and Lubbock.</p>","The 12-inch orthoimagery were acquired in 2015 during leaf-on conditions. The dataset covers four citywide areas: Amarillo, Dallas-Fort Worth, El Paso, and Lubbock. Area covered in total by all three areas is approximately 4,360 square miles.                                                                                                                                                                                                                                 The National Geospatial-Intelligence Agency\U.S. Geological Survey contributed funds to collect the new imagery using the [High Priority Imagery and Data Sets (HPIDS)](high-priority-imagery-data-sets) State contract administered by the [TNRIS Strategic Mapping Program (StratMap)](stratmap/index). High resolution 12-inch 4-band (RGBIR) natural color and color infrared orthoimagery.","TNRIS, NGA, USGS",t,t,"None","data-catalog/entry/stratmap-nga-usgs-2015-1ft-nc-cir.md","","","3eeb0c6e-df08-11e5-be12-0e787de82d45","images/data-catalog/entry/stratmap_nga_usgs_2015_1ft_nc_cir_overview.jpg","images/data-catalog/entry/stratmap_nga_usgs_2015_1ft_nc_cir_th.jpg","","images/data-catalog/entry/stratmap_nga_usgs_2015_1ft_nc_cir_urban.jpg","https://tnris-datadownload.s3.amazonaws.com/datacatalog/tile_index/stratmap_nga_usgs_2015_1ft_nc_cir_tileindex.zip","https://tnris-datadownload.s3.amazonaws.com/datacatalog/supplemental_reports/stratmap_nga_usgs_2015_1ft_nc_cir_supplementalreports.zip","","Cities of Amarillo, Dallas-Fort Worth, El Paso, and Lubbock. Area covered is approximately 4,360 square miles.","Amarillo, Dallas, Fort Worth, El Paso, Lubbock, Natural, Infrared, Color, Orthoimagery, Aerial Imagery","2018-07-30 11:42:39.94+00","2018-07-30 11:42:39.94+00","","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
"18c52542-dc6f-4a12-88b3-59ecc8e6d53d","StratMap 2014 50cm Henderson, Smith, Van Zandt, Trinity River Lidar","2015-05-19","<p>Lidar data for Henderson, Smith, Van Zandt, Trinity River.</p>","The purpose of this project is to support the ongoing data collection efforts by the State of Texas to facilitate the mapping and modeling of flood plains, hydrography, and terrain. Lidar data was collected for this project, encompassing four distinct Areas of Interest (AOIs) within the State of Texas. These AOIs have been designated as AOI 1 through AOI 4. AOI1 covers portions of the following counties in TX: Rains, Wood, Upshur, Van Zandt, Smith, Gregg, Henderson and Cherokee. The AOI 2 is within Dallas County. AOI 3 covers portions of Ellis and Kaufman Counties. The remaining AOI 4 covers portions of the following counties in TX: Navarro, Henderson, Freestone and Anderson. The Lidar was calibrated and processed to produce digital elevation model (DEM), Lidar intensity image, classified LAS point cloud, and hydro-breakline files for the areas covered by the AOIs. The data is intended to exceed requirements for Federal Emergency Management Agency (FEMA) specifications for Floodplain Mapping as well as serve as an input to the U.S. Geological Survey refinements to the National Elevation Dataset. The products acquired by this contract are to be made available in the public domain through the Texas Natural Resources Information System (TNRIS) for use by government and the public. The project team includes Atkins North America, Inc., Williams Aerial and Mapping (WAM), and McKim; Creed. Fugro Geospatial Inc. conducted an independent QA/QC of the project deliverables for TNRIS. Project stakeholders include the Texas Natural Resources Information System (TNRIS), the Texas Commission on Environmental Quality (TCEQ), the City of Tyler (COT), the Trinity River Authority (TRA), and the Tarrant Regional Water District (TRWD).This dataset was acquired through the High Priority Imagery and Data Sets (HPIDS) contract. The contract was created in 2009 to maximize spending power by coordinating geospatial data purchases to share costs and to ensure that acquired data meet high standards of quality. The successor to HPIDS is the StratMap contract, established in 2015.Lidar data for Texas is made available online through the use of data compression using [LASTools](https://rapidlasso.com/lastools/). LASTools is an open-source collection of tools for lidar data viewing and manipulation. TNRIS uses the LASzip portion of LASTools for compression\decompression. LASTools provides a lossless compression of the data from las to laz formats.- Software with native LAZ support- ERDAS IMAGINE (14.1 and up) by Hexagon Geospatial- Global Mapper (13.1 and up) by Blue Marble Geo- ENVI LiDAR (5.1 and up) by Exelis VIS- FME (2012 and up) by Safe Software- LAStools by rapidlasso- plas.io 3D Web Viewer by Hobu Inc.- FUSION (3.40 and up) by Bob McGaughey of the USDA- Voyager (1.3 and up) by Voyager GIS- GRASS GIS (7.0 and up) by Open Source Geospatial Foundation (OSGeo)","TNRIS",t,t,"None","data-catalog/entry/stratmap-2014-50cm-henderson-smith-van-zandt-trinity-river.md","","","e2bef3da-e2c1-11e4-a3e6-0e853d047bba","images/data-catalog/entry/stratmap_2014_50cm_henderson_smith_van_zandt_trinity_river_overview.jpg","images/data-catalog/entry/stratmap_2014_50cm_henderson_smith_van_zandt_trinity_river_th.jpg","","","https://tnris-datadownload.s3.amazonaws.com/d/tnris-lidar/state/tx/tnris-lidar_tx.zip","https://tnris-datadownload.s3.amazonaws.com/datacatalog/supplemental_reports/stratmap_2014_50cm_henderson_smith_van_zandt_trinity_river_supplementalreports.zip","https://tnris-datadownload.s3.amazonaws.com/datacatalog/lidar_breaklines/stratmap_2014_50cm_henderson_smith_van_zandt_trinity_river_breaklines.zip","Henderson, Smith, Van Zandt, Trinity River","Henderson, Smith, Van Zandt, Trinity River, Lidar, Point Cloud, LAS, Elevation, County, Historical","2018-07-30 11:42:39.922+00","2018-07-30 11:42:39.922+00","","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
"1b7cf97b-1e2f-4a90-935e-982e7aa59e0e","Houston-Galveston Area Council (H-GAC) 2002 1ft NC Orthoimagery","2014-02-01","<p>H-GAC 2002 1 Foot Resolution Digital Orthophoto MrSID Images in Natural Color.</p>","H-GAC 2002 1 Foot Resolution Digital Orthophoto MrSID Images in Natural Color.","H-GAC (Vendor&#58; Kucera International)",t,t,"None","data-catalog/entry/houston-galveston-area-council-h-gac-2002-1ft-nc.md","","","bce141b8-ded9-11e4-812f-0e4fddd5de28","images/data-catalog/entry/houston_galveston_area_council_h_gac_2002_1ft_nc_overview.jpg","images/data-catalog/entry/houston_galveston_area_council_h_gac_2002_1ft_nc_th.jpg","images/data-catalog/entry/houston_galveston_area_council_h_gac_2002_1ft_nc_natural.jpg","images/data-catalog/entry/houston_galveston_area_council_h_gac_2002_1ft_nc_urban.jpg","https://tnris-datadownload.s3.amazonaws.com/datacatalog/tile_index/houston_galveston_area_council_h_gac_2002_1ft_nc_tileindex.zip","","","All of Harris, Fort Bend, Montgomery, Waller, 3/4th's of Liberty, 3/4th's of Chambers, and northern portions of Galveston and Brazoria Counties.","Houston, Galveston, Harris, Fort Bend, Waller, Montgomery, Chambers, County, Orthoimagery, Imagery, Aerial Photography, NC, Natural Color, Historical","2018-07-30 11:42:39.928+00","2018-07-30 11:42:39.928+00","5b84701f-4768-4c71-9688-fef3b85047df","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
"1baff523-b18d-46b8-81bb-c8153edc8a92","TCEQ Municipal Setting Designations Point","2015-11-20","<p>Municipal Setting Designations&#58; An MSD is an official state designation given to property within a municipality or its extraterritorial jurisdiction that certifies that designated groundwater at the property is not used as potable water.</p>","Municipal Setting Designations: An MSD is an official state designation given to property within a municipality or its extraterritorial jurisdiction that certifies that designated groundwater at the property is not used as potable water, and is prohibited from future use as potable water because that groundwater is contaminated in excess of the applicable potable-water protective concentration level. The prohibition must be in the form of a city ordinance, or a restrictive covenant that is enforceable by the city and filed in the property records. The program ID is the application number and is the data set's key field labled as ""MSD_APPLIC"".The MSD_Boundary data set is a compilation of the real properties boundaries that applicants to the MSD program have designated as 'proposed"" MSD areas. Thisdata set has been created to show the geograhical area the applicant has applied for an MSD under the program . Each area is identified by the program's application ID (ie. MSD AP 001). This data set corresponds to the MSDs_Point shape file which uses the same application number and key field name ""MSD_APPLIC"". The point coordinates are the approximate centroid of the proposed MDS area(s). Supplemental_Information: The MSD_Boundary data set has only the MSD program's appication number and the proposed MSD area geometry. The MSDs_Point data set includes only the major program information on each application recived by TCEQ including the status of TCEQ's review and approval of the propsed MSD and the applicants name and the general address of the proposed MSD.","TCEQ",t,t,"None","data-catalog/entry/tceq-municipal-setting-designations-point.md","","","d5084e86-dec9-11e4-afda-0e0c41326911","","images/data-catalog/entry/tceq_municipal_setting_designations_point_th.jpg","","","","","","Texas","","2018-07-30 11:42:39.924+00","2018-07-30 11:42:39.924+00","a91ede8b-e37e-43ad-9457-c4f1230c5b9a","","40d5e189-a34c-40f3-aa24-632bf1fab596"
"1c29056b-92f2-4c34-9c3c-6f05f3f178e5","TWDB PFCA Regions and Field Office","2015-05-27","<p>Geographic area assignments for Regional Project Teams and Inspection & Field Support Services Offices.</p>","Geographic area assignments for Regional Project Teams and Inspection & Field Support Services Offices.","TWDB",t,t,"None","data-catalog/entry/twdb-pfca-regions-and-field-office.md","","","d5084e86-dec9-11e4-afda-0e0c41326911","images/data-catalog/entry/twdb_pfca_regions_and_field_office_overview.jpg","images/data-catalog/entry/twdb_pfca_regions_and_field_office_th.jpg","","","","","","Statewide","TWDB, Water Resources","2018-07-30 11:42:39.945+00","2018-07-30 11:42:39.945+00","c1e7ed1a-8bfa-44eb-980d-788bf66bed41","","40d5e189-a34c-40f3-aa24-632bf1fab596"
"20ec43fd-c276-4410-9ab9-e5dc62ff1e83","NCTCOG 2003 1ft NC Orthoimagery","2014-02-01","<p>North Central Texas Council of Governments facilitated the purchase of digital aerial photography (orthos) for the following 11 counties in North Central Texas</p>","North Central Texas Council of Governments facilitated the purchase of digital aerial photography (orthos) for all 16 counties in North Central Texas. The orthos are six-inch resolution for Collin, Dallas, Denton, Ellis, Kaufman, Navarro, Rockwall, and Tarrant counties and one-foot resolution for the remaining counties. Data were collected from January to March of 2003. NCTCOG's contractors for this project were Dallas Aerial Surveys and Pixxures. Each TIFF ortho tile is 3,000' x 2,000', or 0.215 square miles.","NCTCOG",t,t,"None","data-catalog/entry/nctcog-2003-1ft-nc.md","","","83c5fc04-e2b0-11e4-8e69-0e853d047bba","images/data-catalog/entry/nctcog_2003_1ft_nc_overview.jpg","images/data-catalog/entry/nctcog_2003_1ft_nc_th.jpg","","","https://tnris-datadownload.s3.amazonaws.com/datacatalog/tile_index/nctcog_2003_1ft_nc_tileindex.zip","","","NCTCOG Counties","North Central Texas Council of Governments, NCTCOG, Dallas, Fort Worth, Tarrant, County, Regional, Orthoimagery, Aerial Imagery, Natural Color, NC, Historical","2018-07-30 11:42:39.93+00","2018-07-30 11:42:39.93+00","a98b70a1-204b-46a3-9a13-65884c86e5a4","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
"1c57b5f0-7544-4eb6-8df1-bcddc92dcd93","PLSS Township","2014-02-01","<p>The Public Land Survey System (PLSS) is a way of subdividing and describing land in the United States.</p>","Although Texas was never divided into Township and Range, PLSS Township and Range data does exist for counties adjacent to PLSS states (New Mexico, Arkansas, Oklahoma, and Louisiana).The Public Land Survey System (PLSS) is a way of subdividing and describing land in the United States. All lands in the public domain are subject to subdivision by this rectangular system of surveys, which is regulated by the U.S. Department of the Interior, Bureau of Land Management (BLM). The PLSS typically divides land into 6-mile-square townships, which is the level of information included in the National Atlas. Townships are subdivided into 36 one-mile- square sections. Sections can be further subdivided into quarter sections, quarter-quarter sections, or irregular government lots.Normally, a permanent monument, or marker, is placed at each section corner. Monuments are also placed at quarter-section corners and at other important points, such as the corners of government lots. Today permanent monuments are usually inscribed tablets set on iron rods or in concrete. The original PLSS surveys were often marked by wooden stakes or posts, marked trees, pits, or piles of rock, or other less-permanent markers.","USDA",t,t,"Limited area for Texas","data-catalog/entry/plss-township.md","","","7bf9735c-def5-11e4-8aee-0e0c41326911","images/data-catalog/entry/plss_township_overview.jpg","images/data-catalog/entry/plss_township_th.jpg","","","","","","Counties bordering New Mexico, Oklahoma, Arkansas, Louisiana","Public Land Survey System, PLSS, National, Township, United States, New Mexico, Oklahoma, Arkansas, Louisiana","2018-07-30 11:42:39.937+00","2018-07-30 11:42:39.937+00","","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
"1d69eeb7-d3ab-48d9-8899-2d54476832ba","StratMap Brazos 2017 6in NC\CIR Orthoimagery","2017-06-01","<p>The 6-inch orthoimagery in Brazos County were flown during the 2017 leaf-off season in early January.</p>","The 6-inch orthoimagery in Brazos County were flown during the 2017 leaf-off season in early January. The Statement of Work was issued by the Strategic Mapping Program (StratMap) of the Texas Natural Resources Information System (TNRIS), part of the Texas Water Development Board (TWDB). Contributing partners were the Brazos Central Appraisal District, the City of Bryan, the City of College Station, Brazos 9-1-1, Texas A&amp;M University, and the Texas Municipal Power Agency.The orthoimagery are 4-band (R,G,B,NIR), natural color and color infrared capable. Each image tile covers one 64th of a USGS Digital Orthophoto Quad (DOQ) resulting in a DO4Q or approximately 1 square mile with minimum 300-foot buffers. Available image formats are compressed JPEG2000 or ECW and uncompressed GeoTIFF. Flight date is in the image filename as YYYYMMDD. Orthoimagery datasets are valuable mapping assets benefitting natural resources, energy, environmental, emergency management, land use planning, economic development, and policy interests. The aerial imagery was acquired from aircraft with digital camera sensors and processed as highly accurate digital orthoimagery that are used to identify current conditions, features, and changes on the ground serving as a base reference for other map information.","TNRIS, Brazos Central Appraisal District, the City of Bryan, the City of College Station, Brazos 9-1-1, Texas A&amp;M University",t,t,"None","data-catalog/entry/stratmap-brazos-2017-6in-nc-cir.md","https://webservices.tnris.org/arcgis/services/StratMap/StratMap17_NC_CIR_6in_Brazos/ImageServer/WMSServer","https://webservices.tnris.org/arcgis/rest/services/StratMap/StratMap17_NC_CIR_6in_Brazos/ImageServer?f=jsapi","843bf1e2-1e14-11e7-8f3b-0ee66e2c9693","images/data-catalog/entry/stratmap_brazos_2017_6in_nc_cir_overview.jpg","images/data-catalog/entry/stratmap_brazos_2017_6in_nc_cir_th.jpg","images/data-catalog/entry/stratmap_brazos_2017_6in_nc_cir_natural.jpg","images/data-catalog/entry/stratmap_brazos_2017_6in_nc_cir_urban.jpg","https://tnris-datadownload.s3.amazonaws.com/datacatalog/tile_index/stratmap_brazos_2017_6in_nc_cir_tileindex.zip","https://tnris-datadownload.s3.amazonaws.com/datacatalog/supplemental_reports/stratmap_brazos_2017_6in_nc_cir_supplementalreports.zip","","Brazos County","Brazos County, County, Orthoimagery, Imagery, Aerial Photography, NC, Natural Color, CIR, Historical","2018-07-30 11:42:39.948+00","2018-07-30 11:42:39.948+00","520d75b3-a503-48df-ae8d-da9775fb84bf","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
"1da95422-d6b9-470c-9078-05f899b1d8d4","FEMA National Flood Hazard Layer","2015-06-03","<p>The National Flood Hazard Layer (NFHL) data incorporates all Flood Insurance Rate Map (FIRM) databases published by the Federal Emergency Management Agency (FEMA).</p>","The National Flood Hazard Layer (NFHL) data incorporates all Flood Insurance Rate Map (FIRM) databases published by the Federal Emergency Management Agency (FEMA), and any Letters of Map Revision (LOMRs) that have been issued against those databases since their publication date. It is updated on a monthly basis. The FIRM Database is the digital, geospatial version of the flood hazard information shown on the published paper FIRMs.","FEMA",t,t,"Only updated with Flood Study, Extremely hard to managed update releases","data-catalog/entry/fema-national-flood-hazard-layer.md","","","005138da-3ba1-11e5-8ac1-0e0c41326911","images/data-catalog/entry/fema_national_flood_hazard_layer_overview.jpg","images/data-catalog/entry/fema_national_flood_hazard_layer_th.jpg","","","","","","Coverage limited to mapped counties","Flood, Risk, Boundary, Zone, FEMA, Floodplain, Hazard, NFIP","2018-07-30 11:42:39.951+00","2018-07-30 11:42:39.951+00","d3bcda14-d484-4628-924b-d66c778ec254","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
"1f1d417a-26f2-41d5-9787-af392d0f09cf","CAPCOG 2008 140cm Lidar","2014-02-01","<p>CAPCOG Lidar for Bastrop, Fayette, Hays counties.</p>","FEMA compliant Lidar elevation data covering Bastrop, Fayette, Hays counties. Products include Point Cloud, Bare Earth, Intensity imagery, 3D breakdlines, and Contour data for the entire area. This Lidar operation was designed to provide a high density set of mass points within the defined areas suitable for the development of contours for use in hydraulic/hydrologic model development, and for assessing environmental impacts.Lidar data for Texas is made available online through the use of data compression using [LASTools](https://rapidlasso.com/lastools/). LASTools is an open-source collection of tools for lidar data viewing and manipulation. TNRIS uses the LASzip portion of LASTools for compression\decompression. LASTools provides a lossless compression of the data from las to laz formats.- Software with native LAZ support- ERDAS IMAGINE (14.1 and up) by Hexagon Geospatial- Global Mapper (13.1 and up) by Blue Marble Geo- ENVI LiDAR (5.1 and up) by Exelis VIS- FME (2012 and up) by Safe Software- LAStools by rapidlasso- plas.io 3D Web Viewer by Hobu Inc.- FUSION (3.40 and up) by Bob McGaughey of the USDA- Voyager (1.3 and up) by Voyager GIS- GRASS GIS (7.0 and up) by Open Source Geospatial Foundation (OSGeo)","CAPCOG",t,t,"Lack of breaklines prevents creation of Hydro-flattened DEMs","data-catalog/entry/capcog-2008-140cm.md","","","39479f40-df89-11e4-b344-0e9d821ea90d","images/data-catalog/entry/capcog_2008_140cm_overview.jpg","images/data-catalog/entry/capcog_2008_140cm_th.jpg","","","https://tnris-datadownload.s3.amazonaws.com/d/tnris-lidar/state/tx/tnris-lidar_tx.zip","https://tnris-datadownload.s3.amazonaws.com/datacatalog/supplemental_reports/capcog_2008_140cm_supplementalreports.zip","","Bastrop, Fayette, Hays","Bastrop, Fayette, Hays, Lidar, Point Cloud, LAS, Elevation, County, Historical","2018-07-30 11:42:39.932+00","2018-07-30 11:42:39.932+00","26a5ae1c-42b4-4e97-8226-613856d5c3ab","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
"2032756b-ee41-4782-bbca-59b237fe3d9e","FEMA 2013 60cm Middle Brazos-Palo Pinto Lidar","2014-02-01","<p>Lidar for the Middle Brazos-Palo Pinto, TX.</p>","The primary purpose of this project was to develop a consistent and accurate surface elevation dataset derived from high-accuracy Light Detection and Ranging (Lidar) technology for the Middle Brazos-Palo Pinto, TX Lidar Project Area. The Lidar data were processed to a bare-earth digital terrain model (DTM).Detailed breaklines and bare-earth Digital Elevation Models (DEMs) were produced for the project area. Data were formatted according to tiles with each tile covering an area of 1500m by 1500m. A total of 763 tiles were produced for the project encompassing an area of approximately 638 sq. miles.Lidar data for Texas is made available online through the use of data compression using [LASTools](https://rapidlasso.com/lastools/). LASTools is an open-source collection of tools for lidar data viewing and manipulation. TNRIS uses the LASzip portion of LASTools for compression\decompression. LASTools provides a lossless compression of the data from las to laz formats.- Software with native LAZ support- ERDAS IMAGINE (14.1 and up) by Hexagon Geospatial- Global Mapper (13.1 and up) by Blue Marble Geo- ENVI LiDAR (5.1 and up) by Exelis VIS- FME (2012 and up) by Safe Software- LAStools by rapidlasso- plas.io 3D Web Viewer by Hobu Inc.- FUSION (3.40 and up) by Bob McGaughey of the USDA- Voyager (1.3 and up) by Voyager GIS- GRASS GIS (7.0 and up) by Open Source Geospatial Foundation (OSGeo)","FEMA",t,t,"None","data-catalog/entry/fema-2013-60cm-middle-brazos-palo-pinto.md","","","68e4f076-df8f-11e4-976b-0e9d821ea90d","images/data-catalog/entry/fema_2013_60cm_middle_brazos_palo_pinto_overview.jpg","images/data-catalog/entry/fema_2013_60cm_middle_brazos_palo_pinto_th.jpg","","","https://tnris-datadownload.s3.amazonaws.com/d/tnris-lidar/state/tx/tnris-lidar_tx.zip","https://tnris-datadownload.s3.amazonaws.com/datacatalog/supplemental_reports/fema_2013_60cm_middle_brazos_palo_pinto_supplementalreports.zip","https://tnris-datadownload.s3.amazonaws.com/datacatalog/lidar_breaklines/fema_2013_60cm_middle_brazos_palo_pinto_breaklines.zip","Palo Pinto","Palo Pinto, Lidar, Point Cloud, LAS, Elevation, County, Historical","2018-07-30 11:42:39.941+00","2018-07-30 11:42:39.941+00","d3bcda14-d484-4628-924b-d66c778ec254","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
"5a40a2fa-b125-4c1e-8100-a19187736cdb","TPWD State Park Trails","2015-11-20","<p>Texas Parks and Wildlife (TPWD) trails of State Parks, State Natural Areas and State Historic Sites.</p>","Texas Parks and Wildlife (TPWD) trails of State Parks, State Natural Areas and State Historic Sites.","TPWD",t,t,"None","data-catalog/entry/tpwd-state-park-trails.md","","","d5084e86-dec9-11e4-afda-0e0c41326911","images/data-catalog/entry/tpwd_state_park_trails_overview.jpg","images/data-catalog/entry/tpwd_state_park_trails_th.jpg","","","","","","Texas","State Parks, TrailsState Parks, TPWD, Texas Parks and Wildlife Department","2018-07-30 11:42:39.936+00","2018-07-30 11:42:39.936+00","70817c70-7364-45a8-971a-00908a95a111","","40d5e189-a34c-40f3-aa24-632bf1fab596"
"21130f88-dac2-4c36-9d9b-1fd9dc07750e","StratMap 2014 50cm Fort Bend Lidar","2015-05-12","<p>Lidar data for Fort Bend.</p>","This data has been acquired and developed by the Texas Natural Resources Information System (TNRIS) for collection and delivery of topographic elevation point data derived from multiple return light detection and ranging (Lidar) measurements for the 918 sq. mile project area encompassing Fort Bend County, Texas. Fugro EarthData, Inc. acquired 104 flight lines in 9 lifts from February 12, 2014 to February 27, 2014. Lidar data collection was performed with a Cessna 310 twin engine aircraft, utilizing a Riegl LMS-Q680i Lidar sensor; collecting multiple return x, y, and z as well as intensity data. The classified Lidar point cloud data are delivered in LAS 1.2 format: 1, unclassified, 2, bare-earth ground, 3, low vegetation, 4, medium vegetation, 5, high vegetation, 6, buildings, 7, low points(noise), 9, water, 13, bridges, and 14, culverts. Specialized in-house and commercial software processes the native Lidar data into 3-dimensional positions that can be imported into GIS software for visualization and further analysis. The horizontal datum for the data is in NAD1983 State Plane TX South Central FIPS 4204 in Feet and the vertical datum is the North American Vertical Datum of 1988 (NAVD88) in feet using GEIOD12A.The data acquired will become part of an ongoing data collection by the State of Texas to support mapping and modeling of flood plains, hydrography, and terrain.The data are intended to exceed requirements for Federal Emergency Management Agency (FEMA) specifications for Floodplain Mapping as well as serve as an input to the U.S. Geological Survey refinements to the National Elevation Dataset. The project consists of high accuracy classified Lidar data in LAS format as well as raster digital elevation models and intensity images.This dataset was acquired through the High Priority Imagery and Data Sets (HPIDS) contract. The contract was created in 2009 to maximize spending power by coordinating geospatial data purchases to share costs and to ensure that acquired data meet high standards of quality. The successor to HPIDS is the StratMap contract, established in 2015.Lidar data for Texas is made available online through the use of data compression using [LASTools](https://rapidlasso.com/lastools/). LASTools is an open-source collection of tools for lidar data viewing and manipulation. TNRIS uses the LASzip portion of LASTools for compression\decompression. LASTools provides a lossless compression of the data from las to laz formats.- Software with native LAZ support- ERDAS IMAGINE (14.1 and up) by Hexagon Geospatial- Global Mapper (13.1 and up) by Blue Marble Geo- ENVI LiDAR (5.1 and up) by Exelis VIS- FME (2012 and up) by Safe Software- LAStools by rapidlasso- plas.io 3D Web Viewer by Hobu Inc.- FUSION (3.40 and up) by Bob McGaughey of the USDA- Voyager (1.3 and up) by Voyager GIS- GRASS GIS (7.0 and up) by Open Source Geospatial Foundation (OSGeo)","TNRIS",t,t,"None","data-catalog/entry/stratmap-2014-50cm-fort-bend.md","","","833da5f0-e2c1-11e4-b1d4-0e853d047bba","images/data-catalog/entry/stratmap_2014_50cm_fort_bend_overview.jpg","images/data-catalog/entry/stratmap_2014_50cm_fort_bend_th.jpg","","","https://tnris-datadownload.s3.amazonaws.com/d/tnris-lidar/state/tx/tnris-lidar_tx.zip","https://tnris-datadownload.s3.amazonaws.com/datacatalog/supplemental_reports/stratmap_2014_50cm_fort_bend_supplementalreports.zip","https://tnris-datadownload.s3.amazonaws.com/datacatalog/lidar_breaklines/stratmap_2014_50cm_fort_bend_breaklines.zip","Fort Bend","Fort Bend, Lidar, Point Cloud, LAS, Elevation, County, Historical","2018-07-30 11:42:39.947+00","2018-07-30 11:42:39.947+00","","593a35c8-9527-4e32-a3bf-c59c56173dd9","40d5e189-a34c-40f3-aa24-632bf1fab596"
"2308a36c-2acb-414a-a603-62e1986734c8","TPWD Minor Bays","2015-11-20","<p>Texas Parks and Wildlife (TPWD) feature class defines minor bays along the Texas Gulf Coast.</p>","This feature class is a component of Texas Parks and Wildlife (TPWD) 'base' data. 'Base' data includes current, statewide geospatial information intended to provided context for mapping purposes.The Coastal Fisheries Division used this feature class to provide better resolution for mapping harvest monitoring database.","TPWD",t,t,"None","data-catalog/entry/tpwd-minor-bays.md","","","d5084e86-dec9-11e4-afda-0e0c41326911","images/data-catalog/entry/tpwd_minor_bays_overview.jpg","images/data-catalog/entry/tpwd_minor_bays_th.jpg","","","","","","Texas","Hydro, Hydrography, Bays, TPWD, Texas Parks and Wildlife Department","2018-07-30 11:42:39.922+00","2018-07-30 11:42:39.922+00","70817c70-7364-45a8-971a-00908a95a111","","40d5e189-a34c-40f3-aa24-632bf1fab596"
"231b486b-7512-4004-869a-0e2e9217d118","GLO In-Situ Burn Exclusion Areas","2015-11-20","<p>Areas designated by the Oil Spill Regional Response Team VI where in-situ burns are prohibited.</p>","Areas designated by the Oil Spill Regional Response Team VI where in-situ burns are prohibited.","GLO",t,t,"None","data-catalog/entry/glo-in-situ-burn-exclusion-areas.md","","http://gisweb.glo.texas.gov/glomap/index.html","68ef2a5a-decc-11e4-8cd4-0e018d66dc29","images/data-catalog/entry/glo_in_situ_burn_exclusion_areas_overview.jpg","images/data-catalog/entry/glo_in_situ_burn_exclusion_areas_th.jpg","","","","","","Texas","Texas, GLO, TxGLO, Land, Oil, Gas, Access, Tracts","2018-07-30 11:42:39.932+00","2018-07-30 11:42:39.932+00","855f3cdc-e25d-4470-8e0d-8be483414792","","40d5e189-a34c-40f3-aa24-632bf1fab596"
