date_added,filename,urlized_category,thumb_url,supplemental_report,spatial_reference,alternative_data,available_formats,download,pop_link,status_map_cartodb_id,template,relationship_tag,agency_gis_page,title,coverage_extent,detail_image_url,tile_index,category,description,derivative_data,order,recommended_use,name,download_link,tile_index_url,overview_image_url,supplemental_report_url,download_size,lidar_breaklines,type,lidar_breaklines_url,tags,agency_web,license_text,footprint,agency,license_url,license,data_download_lvl,wms_category,date_created,statewide_coverage,known_issues,source,wms_link,short_description,urlized_name,natural_image_url,urban_image_url,cir_link,nc_link,hueco_tanks_link,powderhorn_ranch_link,hidden_pines_link,elpaso_link,dfw_link,amarillo_link,lubbock_link,brazos_link,palestine_link,status_map_url
 2014-02-01, data-catalog/entry/stratmap-2009-1m-goliad-mcmullen-zapata.md, lidar, images/data-catalog/entry/stratmap_2009_1m_goliad_mcmullen_zapata_th.jpg, T, <p><a href='https&#58;//epsg.io/26914'>EPSG 26914</a></p>," 1M Hydro-flattened DEM, 3D Breaklines", LAS, T,, a068b50a-e2b9-11e4-b38f-0e0c41326911, data-catalog-entry.html,,," StratMap 2009 1m Goliad, McMullen, Zapata"," Goliad,McMullen, Zapata",, Lidar, Lidar,"Provide high density Lidar elevation data map to establish an authoritative source for elevation information for the state of Texas. This Lidar operation was designed to provide a high density set of mass points within the defined areas.The data sets are suitable for the development of contours for use in hydraulic/hydrologic model development, and for assessing environmental impacts. Typical uses for the data set include: Flood Risk MAP (Mapping, Assessment, and Planning). DFIRM map updates. Watersheds and other hydro studies per FEMA specifications. County Mapping projects which include several uses, in addition to Flood mitigation assessment. Mapping projects that include accuracy verification, reporting and metadata.This dataset was acquired through the High Priority Imagery and Data Sets (HPIDS) contract. The contract was created in 2009 to maximize spending power by coordinating geospatial data purchases to share costs and to ensure that acquired data meet high standards of quality. The successor to HPIDS is the StratMap contract, established in 2015.Lidar data for Texas is made available online through the use of data compression using [LASTools](https://rapidlasso.com/lastools/). LASTools is an open-source collection of tools for lidar data viewing and manipulation. TNRIS uses the LASzip portion of LASTools for compression\decompression. LASTools provides a lossless compression of the data from las to laz formats.- Software with native LAZ support- ERDAS IMAGINE (14.1 and up) by Hexagon Geospatial- Global Mapper (13.1 and up) by Blue Marble Geo- ENVI LiDAR (5.1 and up) by Exelis VIS- FME (2012 and up) by Safe Software- LAStools by rapidlasso- plas.io 3D Web Viewer by Hobu Inc.- FUSION (3.40 and up) by Bob McGaughey of the USDA- Voyager (1.3 and up) by Voyager GIS- GRASS GIS (7.0 and up) by Open Source Geospatial Foundation (OSGeo)", 5ft Contours, T," Basemap, Research, Analysis"," StratMap 2009 1m Goliad, McMullen, Zapata Lidar",, https://tnris-datadownload.s3.amazonaws.com/d/tnris-lidar/state/tx/tnris-lidar_tx.zip, images/data-catalog/entry/stratmap_2009_1m_goliad_mcmullen_zapata_overview.jpg, https://tnris-datadownload.s3.amazonaws.com/datacatalog/supplemental_reports/stratmap_2009_1m_goliad_mcmullen_zapata_supplementalreports.zip,, T, Raster,," Goliad,McMullen, Zapata, Lidar, Point Cloud, LAS, Elevation, County, Historical",, Public Domain (Creative Commons CC0), 1/4 USGS Quadrangle,, https://creativecommons.org/publicdomain/zero/1.0/, CC0,,, 2009,, None, TNRIS,," <p>Lidar data for Goliad, McMullen, Zapata</p>", stratmap-2009-1m-goliad-mcmullen-zapata,,,,,,,,,,,,,,
 2015-11-20, data-catalog/entry/tceq-assessment-units.md, hydrography, images/data-catalog/entry/tceq_assessment_units_th.jpg,, <p><a href='https&#58;//epsg.io/4269'>EPSG 4269</a></p>, None," Shapefile, Geo-Database, KML",,, d5084e86-dec9-11e4-afda-0e0c41326911, data-catalog-entry.html,,, TCEQ Assessment Units, Texas, images/data-catalog/entry/tceq_assessment_units_detail.jpg,, Hydrography,"This layer depicts the official TCEQ Segments at the Assessment Unit (AU) level for the State of Texas as listed in Title 30, Chapter 307 of the Texas Administrative Code (TAC), also known as the Surface Water Quality Standards. These are streams and waterbodies that have been individually defined by the TCEQ and assigned unique identification numbers. Intended to have relatively homogeneous chemical, physical, and hydrological characteristics, a segment provides a basic unit for assigning site-specific standards and for applying water quality management programs of the agency. Both ""classified"" and ""unclassified"" segments have been included in this layer. Classified segments, also referred to as designated segments, refer to water bodies that areprotected by site- specific criteria. The classified segments are listed and described in Appendix A and C of Chapter 307.10. The site-specific uses and criteria are described in Appendix A. Classified waters include most rivers and their major tributaries, major reservoirs, and estuaries. Unclassified waters are those smaller water bodies that do not have site-specific water quality standards assigned to them, but instead are protected by general standards that apply to all surface waters in the state. This layer also indentifies which assessment units have been assessed in the DRAFT 2010Texas Integrated Report for Clean Water Act Sections 305 (b) and 303 (d). An impaired assessment unit is a water body included in Category 5. Water bodies in Category 5 do not meet applicable water quality standards or are threatened for one or more designated uses by one or more pollutants.General purpose use; to support agency-wide policy decisions regarding surface water quality in the State of Texas. Due to the various scales inherent from using multiple sources in the creation of this dataset, this layer should not be used for making important decisions at scales greater than 1:250,000.", None,," Basemap, Research, Analysis", TCEQ Assessment Units, https://www.tceq.texas.gov/assets/public/gis/exports/tceq_au_2012_shp.zip,, images/data-catalog/entry/tceq_assessment_units_overview.jpg,,,, Vector,," Texas, Statewide, Watershed, Hydrography, Hydrology, HUC,", http://www.tceq.state.tx.us/,, State, Texas Commission on Environmental Quality,, NA, Statewide,, Creation date varies,, None, TCEQ,," <p>This layer depicts the official TCEQ Segments at the Assessment Unit (AU) level for the State of Texas as listed in Title 30, Chapter 307 of the Texas Administrative Code (TAC), also known as the Surface Water Quality Standards.</p>", tceq-assessment-units,,,,,,,,,,,,,,
 2014-02-01, data-catalog/entry/national-hydrography-dataset-nhd.md, hydrography, images/data-catalog/entry/national_hydrography_dataset_nhd_th.jpg,, <p><a href='https&#58;//epsg.io/4269'>EPSG 4269</a></p>, TxDOT and TWDB hydrography," Shapefile, Geodatabase",,, d5084e86-dec9-11e4-afda-0e0c41326911, data-catalog-entry.html,,, National Hydrography Dataset (NHD), Statewide coverage, images/data-catalog/entry/national_hydrography_dataset_nhd_detail.jpg,, Hydrography,"The 1:24,000 National Hydrography Dataset (NHD), jointly developed by the USGS and the Environmental Protection Agency (EPA), is a hydrologic data network designed to show all surface water features including rivers and streams, ponds and lakes, springs, canals, wetlands, and shorelines.The NHD dataset allows stream conditions to be modeled enabling the user to predict the downstream impact of a flood event. Also available is a generalized statewide hydrographic dataset which provides unique stream and river identification codes and flow information at the 1:100,000 scale. The NHD dataset can be downloaded directly from the USGS NHD website.", None, T," Basemap, Research", National Hydrography Dataset (NHD),,, images/data-catalog/entry/national_hydrography_dataset_nhd_overview.jpg,, High res&#58; 1.2 GB,," Vector (Point, polygon, polyline)",," National Hydrography Dataset, NHD, United States Geological Survey, USGS, Statewide, Texas, Water, Hydro, River, Stream, Lake, Reservoir, Plus", www.usgs.gov/, Public Domain (Creative Commons CC0), State, United States Geological Survey, https://creativecommons.org/publicdomain/zero/1.0/, CC0, state,, 2009,, Dataset is extremely large and dense.," USGS, EPA",," <p>The 1&#58;24,000 National Hydrography Dataset (NHD), jointly developed by the USGS and the Environmental Protection Agency (EPA).</p>", national-hydrography-dataset-nhd,,,,,,,,,,,,,,
 2017-4-20, data-catalog/entry/fema-2014-rio-grande.md, lidar, images/data-catalog/entry/fema_2014_rio_grande_th.jpg, T,," 1M Hydro-flattened DEM, 3D Breaklines", LAS, T,, d7929da2-bbde-11e6-bc2b-0e3ff518bd15, data-catalog-entry.html,,, FEMA 2014 Rio Grande," El Paso, Hudspeth", images/data-catalog/entry/fema_2014_rio_grande_detail.jpg, Lidar, Lidar,"FEMA Region 6 TX - Rio Grande and Fort Whitman Watershed QL2 LiDAR project called for the Planning, Acquisition, processing and derivative products of LIDAR data to be collected  at a nominal pulse spacing (NPS) of 0.7 meter.  Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LIDAR Specification, Version 1.  The data was developed based on a horizontal projection/datum of NAD83, UTM Zone 13, Meters and vertical datum of NAVD1988 (GEOID12A), Meters.  LiDAR data was delivered in RAW flight line swath format, processed to create Classified LAS 1.2 Files formatted to 6 individual 1500m x 1500m tiles for the pilot (995 individual 1500m x 1500m tiles), and corresponding Intensity Images and Bare Earth DEMs tiled to the same 1500m x 1500m schema, and Breaklines in Esri shapefile format.Ground Conditions: LiDAR was collected in Fall 2014, while no snow was on the ground and rivers were at or below normal levels.  In order to post process the LiDAR data to meet task order specifications, Photo Science established a total of 30 QA calibration control points and 80 Land Cover control points that were used to calibrate the LIDAR to known ground locations established throughout the Rio Grande and Fort Whitman Watershed project area.Lidar data for Texas is made available online through the use of data compression using [LASTools](https://rapidlasso.com/lastools/). LASTools is an open-source collection of tools for lidar data viewing and manipulation. TNRIS uses the LASzip portion of LASTools for compression\decompression. LASTools provides a lossless compression of the data from las to laz formats.- Software with native LAZ support- ERDAS IMAGINE (14.1 and up) by Hexagon Geospatial- Global Mapper (13.1 and up) by Blue Marble Geo- ENVI LiDAR (5.1 and up) by Exelis VIS- FME (2012 and up) by Safe Software- LAStools by rapidlasso- plas.io 3D Web Viewer by Hobu Inc.- FUSION (3.40 and up) by Bob McGaughey of the USDA- Voyager (1.3 and up) by Voyager GIS- GRASS GIS (7.0 and up) by Open Source Geospatial Foundation (OSGeo)", 5ft Contours, T," Basemap, Research, Analysis", FEMA 2014 Rio Grande River Lidar,, https://tnris-datadownload.s3.amazonaws.com/d/tnris-lidar/state/tx/tnris-lidar_tx.zip, images/data-catalog/entry/fema_2014_rio_grande_overview.jpg, https://tnris-datadownload.s3.amazonaws.com/datacatalog/supplemental_reports/fema_2014_rio_grande_supplementalreports.zip,, T, Raster, https://tnris-datadownload.s3.amazonaws.com/datacatalog/lidar_breaklines/fema_2014_rio_grande_breaklines.zip,,, Public Domain (Creative Commons CC0), US National Grid, FEMA, https://creativecommons.org/publicdomain/zero/1.0/, CC0,,,,,, FEMA,, <p>FEMA Lidar for portions of the Rio Grande River</p>, fema-2014-rio-grande,,,,,,,,,,,,,,
 2015-11-20, data-catalog/entry/tceq-water-districts.md, hydrography, images/data-catalog/entry/tceq_water_districts_th.jpg,, <p><a href='https&#58;//epsg.io/4269'>EPSG 4269</a></p>, None," Shapefile, Geo-Database, KML",,, d5084e86-dec9-11e4-afda-0e0c41326911, data-catalog-entry.html,,, TCEQ Water Districts, Texas,,, Hydrography,"The TCEQ has 'continuing right of supervision' over water districts in accordance with the Texas Water Code. As part of the regulatory effort, the Water Districts layer has been developed to provide information about the location, district type and acreage of the districts.The District layer is used to identify the geographic location of water districts within the state of Texas. This information is used by state and local government agencies, water and sewer utility service purveyors and the public. Information about individual Water Districts can be found within the Water Utility Database at http://www10.tceq.state.tx.us/iwud/dist/", None,," Basemap, Research, Analysis", TCEQ Water Districts, https://www.tceq.texas.gov/assets/public/gis/exports/water_districts_shp.zip,, images/data-catalog/entry/tceq_water_districts_overview.jpg,,,, Vector,," Texas, Statewide, Watershed, Hydrography, Hydrology, HUC,", http://www.tceq.state.tx.us/,, State, Texas Commission on Environmental Quality,, NA, Statewide,, Creation date varies,, None, TCEQ,, <p>The TCEQ has 'continuing right of supervision' over water districts in accordance with the Texas Water Code.</p>, tceq-water-districts,,,,,,,,,,,,,,
 2014-02-01, data-catalog/entry/nctcog-2003-1ft-nc.md, orthoimagery-regional, images/data-catalog/entry/nctcog_2003_1ft_nc_th.jpg,, <p><a href='https&#58;//epsg.io/2276'>EPSG 2276</a></p>, None, Tiff,,, 83c5fc04-e2b0-11e4-8e69-0e853d047bba, data-catalog-entry.html,,, NCTCOG 2003 1ft NC, NCTCOG Counties, images/data-catalog/entry/nctcog_2003_1ft_nc_detail.jpg, T, Orthoimagery - Regional,"North Central Texas Council of Governments facilitated the purchase of digital aerial photography (orthos) for all 16 counties in North Central Texas. The orthos are six-inch resolution for Collin, Dallas, Denton, Ellis, Kaufman, Navarro, Rockwall, and Tarrant counties and one-foot resolution for the remaining counties. Data were collected from January to March of 2003. NCTCOG's contractors for this project were Dallas Aerial Surveys and Pixxures. Each TIFF ortho tile is 3,000' x 2,000', or 0.215 square miles.", None, T, Basemap, NCTCOG 2003 1ft NC Orthoimagery,, https://tnris-datadownload.s3.amazonaws.com/datacatalog/tile_index/nctcog_2003_1ft_nc_tileindex.zip, images/data-catalog/entry/nctcog_2003_1ft_nc_overview.jpg,,,, Raster,," North Central Texas Council of Governments, NCTCOG, Dallas, Fort Worth, Tarrant, County, Regional, Orthoimagery, Aerial Imagery, Natural Color, NC, Historical", www.nctcog.org/, Public Domain (Creative Commons CC0), NCTCOG Flight Grid, North Central Texas Council of Governments, https://creativecommons.org/publicdomain/zero/1.0/, CC0,,, 2003,, None, NCTCOG,, <p>North Central Texas Council of Governments facilitated the purchase of digital aerial photography (orthos) for the following 11 counties in North Central Texas</p>, nctcog-2003-1ft-nc,,,,,,,,,,,,,,
 2014-02-01, data-catalog/entry/precipitation.md, weather, images/data-catalog/entry/precipitation_th.jpg,, <p><a href='https&#58;//epsg.io/4269'>EPSG 4269</a></p>, None, Shapefile,,, d5084e86-dec9-11e4-afda-0e0c41326911, data-catalog-entry.html,,, Precipitation, Texas,,, Weather,"Display and/or analyses requiring spatially distributed monthly or annual precipitation for the climatological period 1961-90. Vector and polygon coverages of average monthly and annual precipitation for the climatological period 1961-90.Parameter-elevation Regressions on Independent Slopes Model (PRISM) derived raster data is the underlying data set from which the polygons and vectors were created. PRISM is an analytical model that uses point data and a digital elevation model (DEM) to generate gridded estimates of annual, monthly and event-based climatic parameters. Detailed descriptions of the PRISM raster data can be found with the accompanying raster data sets.", None,, Basemap, Precipitation, https://tnris-datadownload.s3.amazonaws.com/d/noaa-climate/state/tx/noaa-climate_tx.zip,, images/data-catalog/entry/precipitation_overview.jpg,, 10.05 MB,, Vector,," National Oceanic and Atmospheric Administration, noaa_2007, Texas, Statewide, Precipitation, Rainfall, Weather",, Public Domain (Creative Commons CC0), State,, https://creativecommons.org/publicdomain/zero/1.0/, CC0, state,,,, Age, NOAA,, <p>Display and/or analyses requiring spatially distributed monthly or annual precipitation for the climatological period 1961-90.</p>, precipitation,,,,,,,,,,,,,,
 2015-11-20, data-catalog/entry/tpwd-gould-ecoregions.md, natural-regions, images/data-catalog/entry/tpwd_gould_ecoregions_th.jpg,,, None, Shapefile,,, d5084e86-dec9-11e4-afda-0e0c41326911, data-catalog-entry.html,,, TPWD Gould Ecoregions, Texas,,, Natural Regions,"Gould Ecological regions used by the Texas Parks and Wildlife (TPWD) Wildlife Division.This is a rough copy, created by TPWD GIS Lab, of the ecological regions in the report: Gould, F. W. 1975 Texas Plants - A Checklist and Ecological Summary.", None,," Basemap, Research, Analysis", TPWD Gould Ecoregions, http://tpwd.texas.gov/gis/resources/gould-eco-regions.zip,, images/data-catalog/entry/tpwd_gould_ecoregions_overview.jpg,, Varies,, Vector,," Texas, Statewide, Texas Parks and Wildlife Department, TPWD, Natural Regions, Ecological, Species, Habitat, Ecosystem, Geology, Formation, Historical", https://tpwd.texas.gov/,, State, Texas Parks and Wildlife Department,, NA, state,, Creation date varies,, None, TPWD,, <p>Gould Ecological regions used by the Texas Parks and Wildlife (TPWD) Wildlife Division.</p>, tpwd-gould-ecoregions,,,,,,,,,,,,,,
 2015-05-27, data-catalog/entry/twdb-major-river-basins.md, hydrography, images/data-catalog/entry/twdb_major_river_basins_th.jpg,, <p><a href='https&#58;//epsg.io/4269'>EPSG 4269</a></p>, USGS HUCs, Shapefile,,, d5084e86-dec9-11e4-afda-0e0c41326911, data-catalog-entry.html,,, TWDB Major River Basins, Statewide,,, Hydrography,"There are eight designated coastal basins in Texas: the Neches-Trinity, Trinity-San Jacinto, San Jacinto-Brazos, Brazos-Colorado, Colorado-Lavaca, Lavaca-Guadalupe, San Antonio-Nueces, and Nueces-Rio Grande. Each coastal basin is named according to the major river basins that bound them. For example, the Nueces-Rio Grande Coastal Basin is bounded on the north by the Nueces River Basin and on the south by the Rio Grande Basin. Each coastal basin is also bounded by a bay or other outlet to the Gulf of Mexico. The unique features of each of these basins are a function of many factors, but one of the most critical is precipitation, which varies from less than 10 inches per year in the western part of the state to more than 55 inches per year in the east. Other factors include evaporation, vegetation, soil type, surface slope, geology, land use practices, and runoff.",,," Planning, analysis, cartography", TWDB Major River Basins, http://www.twdb.texas.gov/mapping/gisdata/doc/Major_River_Basins_Shapefile.zip,, images/data-catalog/entry/twdb_major_river_basins_overview.jpg,, 3.77 MB,, Vector,," TWDB, Water Resources", http://www.twdb.texas.gov/,, State, Texas Water Development Board,, NA, state,, 2014,, Not official TWDB major river basins that exist on paper., USGS,," <p>The 23 major U.S.G.S. river basins of Texas, * These are not the 'official' TWDB basin boundaries.</p>", twdb-major-river-basins,,,,,,,,,,,,,,
 2015-08-11, data-catalog/entry/capcog-2012-140cm.md, lidar, images/data-catalog/entry/capcog_2012_140cm_th.jpg, T, <p><a href='https&#58;//epsg.io/2277'>EPSG 2277</a></p>," 3M Hydro-flattened DEM, 3D Breaklines", LAS, T,, 01a1b8ba-3abe-11e5-bfd3-0e018d66dc29, data-catalog-entry.html,,, CAPCOG 2012 140cm," City of Austin and surrounding area, Travis County, Texas", images/data-catalog/entry/capcog_2012_140cm_detail.jpg, Lidar, Lidar,"Using an Leica Light Detection And Ranging (Lidar) system, 206 flight lines of standard density (1.4 meter ground sample distance) data were collected over areas of the City of Austin (approximately 1200 square miles). Multiple returns were recorded for each laser pulse along with an intensity value for each return.The data acquisition occurred in 20 missions between January 12, 2012 , and January 28, 2012. During the Lidar campaign, the Sanborn field crew conducted a GPS field survey to establish final coordinates of the ground base stations for final processing of the base-remote GPS solutions.This Lidar operation was designed to provide a high density set of masspoints within the defined areas. The data sets are suitable for the development of contours for use in hydraulic/hydrologic model development, and for assessing environmental impacts.Lidar data for Texas is made available online through the use of data compression using [LASTools](https://rapidlasso.com/lastools/). LASTools is an open-source collection of tools for lidar data viewing and manipulation. TNRIS uses the LASzip portion of LASTools for compression\decompression. LASTools provides a lossless compression of the data from las to laz formats.- Software with native LAZ support- ERDAS IMAGINE (14.1 and up) by Hexagon Geospatial- Global Mapper (13.1 and up) by Blue Marble Geo- ENVI LiDAR (5.1 and up) by Exelis VIS- FME (2012 and up) by Safe Software- LAStools by rapidlasso- plas.io 3D Web Viewer by Hobu Inc.- FUSION (3.40 and up) by Bob McGaughey of the USDA- Voyager (1.3 and up) by Voyager GIS- GRASS GIS (7.0 and up) by Open Source Geospatial Foundation (OSGeo)", 5ft Contours, T," Basemap, Research, Analysis", CAPCOG 2012 140cm Lidar,, https://tnris-datadownload.s3.amazonaws.com/d/tnris-lidar/state/tx/tnris-lidar_tx.zip, images/data-catalog/entry/capcog_2012_140cm_overview.jpg, https://tnris-datadownload.s3.amazonaws.com/datacatalog/supplemental_reports/capcog_2012_140cm_supplementalreports.zip,, T, Raster, https://tnris-datadownload.s3.amazonaws.com/datacatalog/lidar_breaklines/capcog_2012_140cm_breaklines.zip," Austin, Travis, Lidar, Point Cloud, LAS, Elevation, County, Historical", http://www.capcog.org/, Public Domain (Creative Commons CC0), 1/16 USGS Quadrangle, Capital Area Council of Governments, https://creativecommons.org/publicdomain/zero/1.0/, CC0,,, 2012,, None, CAPCOG,, <p>CAPCOG Lidar for City of Austin</p>, capcog-2012-140cm,,,,,,,,,,,,,,
 2014-02-01, data-catalog/entry/ibwc-2011-6in-nc.md, orthoimagery-regional, images/data-catalog/entry/ibwc_2011_6in_nc_th.jpg,," <p><a href='https&#58;//epsg.io/26913'>EPSG 26913</a>, <a href='https&#58;//epsg.io/26914'>EPSG 26914</a></p>"," NAIP, TOP", MrSID, T,, 5ec5b932-dee9-11e4-a0cc-0e4fddd5de28, data-catalog-entry.html,,, IBWC 2011 6in NC," Texas/Mexico border on the US side. Area covered is approximately 6,581 square miles.",, T, Orthoimagery - Regional,"The 6-inch orthoimagery were acquired between December 2010 and April 2011 during leaf-off conditions. The dataset covers portions of the Texas/Mexico border on the US side. Area covered is approximately 6,581 square miles. High resolution 6-inch 3-band (RGB) natural color orthoimagery .", Mosaics,," Basemap, Research", IBWC 2011 6in NC Orthoimagery,, https://tnris-datadownload.s3.amazonaws.com/datacatalog/tile_index/ibwc_2011_6in_nc_tileindex.zip, images/data-catalog/entry/ibwc_2011_6in_nc_overview.jpg,," 143 GB (US), 41.6 (MEX)",, Raster/Imagery,," International Border, Border, Rio Grande, IBWC, Natural Color, NC, Orthoimagery, Aerial Imagery, Historical", www.ibwc.state.gov/, Public Domain (Creative Commons CC0), US National Grid, International Boundary and Water Commission, https://creativecommons.org/publicdomain/zero/1.0/, CC0, qquad,, 2011,, None, IBWC,, <p>The 6-inch orthoimagery were acquired between December 2010 and April 2011 during leaf-off conditions. The dataset covers portions of the Texas/Mexico border on the US side.</p>, ibwc-2011-6in-nc, images/data-catalog/entry/ibwc_2011_6in_nc_natural.jpg, images/data-catalog/entry/ibwc_2011_6in_nc_urban.jpg,,,,,,,,,,,,
 2014-02-01, data-catalog/entry/usgs-2009-lubbock-30cm-nc.md, orthoimagery-regional, images/data-catalog/entry/usgs_2009_lubbock_30cm_nc_th.jpg,, <p><a href='https&#58;//epsg.io/26914'>EPSG 26914</a></p>, None," GeoTiff, JPEG 2000", T,, f49b6d9a-deed-11e4-bed0-0e018d66dc29, data-catalog-entry.html,,, USGS 2009 Lubbock 30cm NC, City of Lubbock,, T, Orthoimagery - Regional,"This data set consists of 0.3-meter pixel resolution (approximately 1-foot), natural color orthoimages covering the urban area footprint of Amarillo, Lubbock and McAllen, Texas (approximately 1431 square miles).An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map. The design accuracy is estimated not to exceed 3-meter diagonal RMSE (2.12m RMSE in X or Y).Each orthoimage provides imagery over a 1500-meter by 1500-meter block on the ground. There is no image overlap between adjacent files. The projected coordinate system is UTM with a NAD83 datum. The naming convention is based on the U. S. National Grid (USNG), taking the coordinates of the SW corner of the orthoimage. Nominal Acquisition Altitude (AGL) was 9600'. The geoid used to reduce satellite derived elevations to orthometric heights was Geoid 03. GPS coordinates are referenced to NAD83 Universal Transverse Mercator Zone 14. The maximum differential baseline length is 20.54 miles. The mean baseline length is 15.84 miles. Camera sensors calibration reports are included in the project report. Calibration flights are flown regularly.", None,, Basemap, USGS 2009 Lubbock 30cm NC Orthoimagery,, https://tnris-datadownload.s3.amazonaws.com/datacatalog/tile_index/usgs_2009_lubbock_30cm_nc_tileindex.zip, images/data-catalog/entry/usgs_2009_lubbock_30cm_nc_overview.jpg,,,, Raster,," Lubbock, Orthoimagery, Imagery, Aerial Photography, NC, Natural Color, United States Geological Survey", www.usgs.gov/, Public Domain (Creative Commons CC0), US National Grid, United States Geological Survey, https://creativecommons.org/publicdomain/zero/1.0/, CC0, qquad,, 2009,, None, USGS,," <p>Natural Color 30 centimeter Orthoimagery covering the urban area footprint of Lubbock, Texas.</p>", usgs-2009-lubbock-30cm-nc, images/data-catalog/entry/usgs_2009_lubbock_30cm_nc_natural.jpg, images/data-catalog/entry/usgs_2009_lubbock_30cm_nc_urban.jpg,,,,,,,,,,,,
 2014-02-01, data-catalog/entry/national-wetlands-inventory-062k.md, hydrography, images/data-catalog/entry/national_wetlands_inventory_062k_th.jpg,," <p><a href='https&#58;//epsg.io/26913'>EPSG 26913</a>, <a href='https&#58;//epsg.io/26914'>EPSG 26914</a>, <a href='https&#58;//epsg.io/26915'>EPSG 26915</a></p>", NHD, TIFF, T,, d5084e86-dec9-11e4-afda-0e0c41326911, data-catalog-entry.html,,, National Wetlands Inventory 062k, Statewide coverage, images/data-catalog/entry/national_wetlands_inventory_062k_detail.jpg,, Hydrography,"This data set represents the extent, approximate location and type of wetlands and deepwater habitats in the United States and its Territories. These data delineate the areal extent of wetlands and surface waters as defined by Cowardin et al. (1979).Certain wetland habitats are excluded from the National mapping program because of the limitations of aerial imagery as the primary data source used to detect wetlands. These habitats include seagrasses or submerged aquatic vegetation that are found in the intertidal and subtidal zones of estuaries and near shore coastal waters. Some deepwater reef communities (coral or tuberficid worm reefs) have also been excluded from the inventory. These habitats, because of their depth, go undetected by aerial imagery. By policy, the Service also excludes certain types of ""farmed wetlands"" as may be defined by the Food Security Act or that do not coincide with the Cowardin et al. definition.Contact the Service's Regional Wetland Coordinator for additional information on what types of farmed wetlands are included on wetland maps.", None,," Basemap, Research", National Wetlands Inventory 062k,,, images/data-catalog/entry/national_wetlands_inventory_062k_overview.jpg,, 336 MB,, Raster/Imagery,," National Wetlands Inventory, NWI, United States Fish and Wildlife, USFWS, Texas, Species, Habitat, Ecological, Aquatic, Deepwater, Coast", http://www.fws.gov/, Public Domain (Creative Commons CC0), USGS Quadrangle, United States Fish and Wildlife Service, https://creativecommons.org/publicdomain/zero/1.0/, CC0, quad,, 1979-2015,," Age, Most not updated since 1980s", U.S. Fish and Wildlife Service,," <p>This data set represents the extent, status, and approximate location of current and historic NWI wetland mapping projects.</p>", national-wetlands-inventory-062k,,,,,,,,,,,,,,
 2014-02-01, data-catalog/entry/stratmap-galveston-2009-6in-cir.md, orthoimagery-regional, images/data-catalog/entry/stratmap_galveston_2009_6in_cir_th.jpg, T, <p><a href='https&#58;//epsg.io/26915'>EPSG 26915</a></p>," NAIP, TOP", JP2, T, https://webservices.tnris.org/arcgis/rest/services/StratMap/StratMap09_CIR_6in_Galveston/ImageServer?f=jsapi, f2a194a8-dee6-11e4-9d17-0e9d821ea90d, data-catalog-entry.html,,, StratMap Galveston 2009 6in CIR, Galveston Island and adjacent coastal areas north and south of the island. Area covered is approximately 60 square miles.,, T, Orthoimagery - Regional,The 6-inch and 12-inch orthoimagery were acquired in January 2013 during leaf-off conditions. The dataset covers Brazos County and portions of Grimes County. Area covered is approximately 766 square miles.Five local entities and TNRIS contributed funds to collect the new imagery using the [High Priority Imagery and Data Sets (HPIDS)](high-priority-imagery-data-sets) State contract administered by the [TNRIS Strategic Mapping Program (StratMap)](stratmap/index). High resolution 6-inch and 12-inch 4-band (RGBIR) natural color and color infrared orthoimagery., Mosaics,," Basemap, Research", StratMap Galveston 2009 6in CIR Orthoimagery,, https://tnris-datadownload.s3.amazonaws.com/datacatalog/tile_index/stratmap_galveston_2009_6in_cir_tileindex.zip, images/data-catalog/entry/stratmap_galveston_2009_6in_cir_overview.jpg, https://tnris-datadownload.s3.amazonaws.com/datacatalog/supplemental_reports/stratmap_galveston_2009_6in_cir_supplementalreports.zip, 11.3 GB,, Raster/Imagery,," Galveston, County, Orthoimagery, Imagery, Aerial Photography, NC, Natural Color, CIR, Color Infrared, Historical",, Public Domain (Creative Commons CC0), 1/4 USGS Quadrangle,, https://creativecommons.org/publicdomain/zero/1.0/, CC0, qquad, StratMap, 2009,, None," TNRIS, TFS, GLO", https://webservices.tnris.org/arcgis/services/StratMap/StratMap09_CIR_6in_Galveston/ImageServer/WMSServer, <p>The 6-inch orthoimagery were acquired in May 2009 during leaf-on conditions. The dataset covers Galveston Island and adjacent coastal areas north and south of the island.</p>, stratmap-galveston-2009-6in-cir, images/data-catalog/entry/stratmap_galveston_2009_6in_cir_natural.jpg, images/data-catalog/entry/stratmap_galveston_2009_6in_cir_urban.jpg,,,,,,,,,,,,
