"id","collection","from_date","to_date","public","remarks","created","last_modified","agency_id","frames_service_url","index_service_url","ls4_link","mosaic_service_url"
"7045f857-a6a3-4e43-a6f8-5441c11b20ce","CRI-1941","1941-01-13","1941-03-03",t,"None
PHOTO INDEX
","2018-02-07 16:19:10.157581+00","2018-02-07 16:19:10.157558+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"c709b8b4-17a9-4605-a86f-2db6e7e9bcbf","CGX-1951","1951-02-07","1951-03-13",t,"None
PHOTO INDEX
","2018-02-07 16:19:11.077758+00","2018-02-07 16:19:11.077724+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"01b8f2b2-192c-4f82-b8f8-62ba8b3faebd","DAS-1959","1959-06-06","1959-06-06",t,"None
PHOTO INDEX","2018-02-07 16:19:11.537264+00","2018-02-07 16:19:11.537242+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"f66d076f-77a2-4c46-bceb-1805cf0a86bf","AWT-1970","1970-03-22","1970-04-03",t,"None
PHOTO INDEX
Contains portions of rolls 1-4.","2018-02-07 16:19:11.869961+00","2018-02-07 16:19:11.869939+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"e361389d-8201-4e34-aa2e-ff329a4fb81f","CGA-1955","1955-01-24","1955-01-24",t,"None
PHOTO INDEX","2018-02-07 16:19:12.740335+00","2018-02-07 16:19:12.740288+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"7dcfc804-1846-492e-afee-904469254b85","DCB-1955","1955-11-19","1955-11-19",t,"None
PHOTO INDEX","2018-02-07 16:19:13.071316+00","2018-02-07 16:19:13.071297+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"9ce6ab51-7780-459c-ab82-255c9c386f2d","CGW-1968","1968-10-12","1968-11-11",t,"None
THORNTON
PHOTO INDEX

","2018-02-07 16:19:14.19894+00","2018-02-07 16:19:14.19892+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"d739be58-29ac-4647-8a6a-25382a4a4051","AWY-1966","1966-12-17","1966-12-17",t,"None
Contains portions of rolls 1HH-3HH.
PHOTO INDEX","2018-02-07 16:19:14.951254+00","2018-02-07 16:19:14.951232+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"add87959-dffb-47e9-a35a-f00d0e147b02","008954","1969-12-02","1969-12-02",t,"None
Belton-Temple","2018-02-07 16:19:15.448576+00","2018-02-07 16:19:15.448555+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"8422cb7f-be36-4839-bf47-36de8ac0a6fe","CRM-1953","1953-02-26","1953-03-05",t,"None
PHOTO INDEX
Portions of rolls 1-3.","2018-02-07 16:19:15.862282+00","2018-02-07 16:19:15.862261+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"b5a38bb3-98ad-4697-962e-655c93c815e7","34564","1981-05-11","1981-05-11",t,"None
Contains frames 1-1-1 thru 1-4-35.","2018-02-07 16:19:16.416106+00","2018-02-07 16:19:16.41606+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"0b73af9a-b300-424d-b91a-7afb99dd7441","CLE-1952","1952-11-20","1952-11-20",t,"None
PHOTO INDEX","2018-02-07 16:19:23.220751+00","2018-08-01 16:46:37.794779+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"0a720664-c53a-441c-bf21-fbc73b8d2976","DAF-1951","1951-04-19","1951-04-19",t,"None
PHOTO INDEX","2018-02-07 16:19:18.109148+00","2018-02-07 16:19:18.109115+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"d1f31f45-2849-4ff9-a155-def613878f7b","DWR-1957","1957-03-13","1957-03-13",t,"","2018-02-07 16:19:13.864369+00","2018-08-08 20:15:10.976327+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"36e277cb-4188-4c43-be7c-113c6229f2a0","CRH-1941","1941-01-17","1941-01-17",t,"None
PHOTO INDEX","2018-02-07 16:19:21.520099+00","2018-02-07 16:19:21.520079+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"fc9bab8e-1657-4b8a-8ddf-de395ecd1724","DAA-1968","1968-02-29","1968-10-01",t,"None
PHOTO INDEX
Portions of rolls 1-3.","2018-02-07 16:19:21.844151+00","2018-02-07 16:19:21.84413+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"f881cdce-aba2-4889-b1a0-e365332d13e7","CUW-1951","1951-03-19","1951-03-19",t,"None
PHOTO INDEX","2018-02-07 16:19:22.897086+00","2018-02-07 16:19:22.897066+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"5b2819cb-77e3-4906-9c3a-14c79289178d","CUZ-1963","1963-11-28","1963-11-29",t,"None
PHOTO INDEX
Roll 1: 13","2018-02-07 16:19:23.545035+00","2018-02-07 16:19:23.544999+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"008f9d8b-8017-4c3f-ba0f-f44bae37a1ec","CUV-1963","1963-02-07","1963-02-07",t,"None
PHOTO INDEX","2018-02-07 16:19:24.035415+00","2018-02-07 16:19:24.03538+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"0d7f3879-7648-431b-ac88-cfa0c0796823","201","1982-04-12","1982-04-12",t,"North Baffin Bay
South Padre - Rio Grande
Three Islands","2018-02-07 16:19:25.707872+00","2018-06-26 20:16:59.209794+00","2129e2f4-ab5a-44c5-b8da-410bb957ab52","","","",""
"dfda993f-f643-4a74-92f2-768203478e25","348157","1982-07-09","1982-07-09",t,"None
PHOTO INDEX","2018-02-07 16:19:27.751792+00","2018-02-07 16:19:27.751758+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"d7466748-7bde-4205-960a-7567e22ae15e","CGO-1939","1939-09-25","1939-09-25",t,"None
Washington on the Brazos State Park -Roll 2: 33- 35 ; 51-53","2018-02-07 16:19:28.113778+00","2018-02-07 16:19:28.113743+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"1aeb878b-369a-4558-8a13-7f8e9b4b5ea6","CVF-1962","1962-10-30","1962-10-30",t,"None
PHOTO INDEX","2018-02-07 16:19:13.404217+00","2018-04-07 13:47:43.356111+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"ea235de3-a059-4186-a453-14bfa7c45643","BRL-1956","1956-10-09","1956-10-09",t,"","2018-02-07 16:19:07.49324+00","2018-04-07 14:31:47.020266+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"3e6c6d53-86f4-4352-a922-3f4dbb43aba3","DAT-1959","1959-07-31","1959-08-11",t,"None
PHOTO INDEX
PHOTO INDEX","2018-02-07 16:19:07.824353+00","2018-04-07 15:45:09.210449+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"d7a51784-a51f-4f13-9be7-b99bd3f5c43a","DAP-1967","1967-05-22","1967-05-23",t,"","2018-02-07 16:19:19.743626+00","2018-04-07 15:39:44.500485+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"e8ccd60b-1bb7-4a01-93a9-fb64fdaf351a","BRG-1959","1959-01-02","1959-02-23",t,"","2018-02-07 16:19:17.357687+00","2018-04-07 16:40:57.035857+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"74f5eddd-14cc-4c9b-9fc7-123071c7aa80","CGF-1963","1963-03-07","1963-03-27",t,"","2018-02-07 16:19:18.440739+00","2018-04-07 18:13:23.221489+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"ea1c136d-310f-4d79-a4f4-6d140d927e77","CRL-1963","1963-12-04","1963-12-04",t,"","2018-02-07 16:19:21.066472+00","2018-04-07 17:12:09.072723+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"f2deed1c-3010-4b06-a0fb-8c717271fdaa","342714","1980-07-30","1980-07-30",t,"","2018-02-07 16:19:01.995013+00","2018-04-07 19:26:18.243803+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"0cf0f9a5-1ec9-4470-ae25-a8ad10a86b61","DAX-1967","1967-07-02","1967-07-02",t,"","2018-02-07 16:19:19.063267+00","2018-04-07 18:37:56.09933+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"f1e2cace-5a5b-4a82-9565-714614cc9b17","DYM-1962","1962-01-27","1962-01-27",t,"","2018-02-07 16:19:06.503388+00","2018-04-07 19:32:38.511512+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"ece88a89-90e1-43d9-8fc9-eb5004f07c6f","CRL-1970","1970-04-12","1970-04-12",t,"","2018-02-07 16:19:04.502037+00","2018-04-07 19:23:28.649091+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"075e5bfc-90b0-447d-8baa-9385e78da1fe","DBE-1967","1967-07-14","1967-07-14",t,"","2018-02-07 16:19:20.409613+00","2018-04-07 22:50:50.363087+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"977bf10e-e8c9-4c7f-9f62-cbd6c2baa2d7","CRW-1959","1959-04-17","1959-05-26",t,"","2018-02-07 16:19:22.329722+00","2018-04-07 19:39:10.178693+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"5195bc78-0358-4359-b2a5-3b0f53b74a72","CRF-1960","1960-01-18","1960-02-16",t,"","2018-02-07 16:19:24.361838+00","2018-04-07 23:09:13.621545+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"f087b213-aad0-4872-afc8-87a132d1e179","COQ-1960","1960-11-06","1960-11-18",t,"","2018-02-07 16:19:08.328623+00","2018-05-02 12:51:15.966289+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"b99696a2-6509-4fbe-8f65-3d30779d3d2d","BQQ-1959","1959-10-25","1959-11-17",t,"","2018-02-07 16:19:25.056564+00","2018-04-26 19:46:12.923427+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"bf392e65-4cba-41c9-82f8-21a354430b28","DAG-1957","1957-03-26","1957-03-26",t,"None
Portions of rolls 1","2018-02-07 16:19:10.619579+00","2018-04-08 00:01:32.77909+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"392a4f1d-70c6-4de4-8905-3932e96d8b8f","CGM-1954","1954-12-07","1954-12-07",t,"None
Major Cities","2018-02-07 16:18:58.130602+00","2018-04-08 00:06:05.78415+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"5bfb0568-78bc-4db5-8c4a-b47f30f80c75","VVS","1959-01-10","1959-01-10",t,"","2018-02-07 16:19:07.075019+00","2018-06-05 15:38:27.263992+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"252721a6-0040-44c1-97f5-9e32c824dba9","CFU-1970","1970-02-17","1970-02-17",t,"","2018-02-07 16:19:26.588837+00","2018-04-24 20:59:46.096359+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"9d2bf85a-8e7a-438a-8dbb-3a0cd4b71f7c","CGB-1961","1961-01-15","1961-01-15",t,"","2018-02-07 16:19:12.408886+00","2018-07-20 18:13:46.981906+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"8ae214f9-89c9-4045-a0eb-1e595fa2d0e4","BRD-1939","1939-04-08","1939-04-15",t,"","2018-02-07 16:19:09.323973+00","2018-07-20 18:28:02.758802+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"204b3372-0b97-4b95-8e23-3d2dd966fe21","DAA-1956","1956-04-20","1956-04-20",t,"None
PHOTO INDEX","2018-02-07 16:19:28.477539+00","2018-02-07 16:19:28.477518+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"ba90faa8-dac7-4a86-a305-b415b6d06de9","VAGP","1961-07-18","1961-07-18",t,"","2018-02-07 16:19:50.32432+00","2018-06-07 21:38:56.504028+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"9d442116-b708-44a4-a5cc-450145949d06","CKM-1951","1951-01-04","1951-01-04",t,"None
PHOTO INDEX","2018-02-07 16:19:29.809566+00","2018-02-07 16:19:29.809533+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"7627074f-1631-4257-ae06-fc59c0440c4d","BRH-1974","1974-01-29","1974-01-29",t,"None
PHOTO INDEX","2018-02-07 16:19:30.491892+00","2018-02-07 16:19:30.491872+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"6215d500-3643-404f-ba63-e1f2a400719a","CGI-1962","1962-01-29","1962-02-10",t,"None
PHOTO INDEX
","2018-02-07 16:19:31.674696+00","2018-02-07 16:19:31.67467+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"f99d5e67-76a7-444a-a647-eadd6f34342c","CLJ-1966","1966-10-27","1966-10-27",t,"None
PHOTO INDEX
Giddings.  Contains portions of rolls 1-3 and 6.","2018-02-07 16:19:32.196297+00","2018-02-07 16:19:32.196276+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"84edb0df-d023-4f4f-8c5b-d185c62478ad","DBD-1959","1959-10-15","1959-10-15",t,"None
PHOTO INDEX","2018-02-07 16:19:33.889858+00","2018-02-07 16:19:33.889837+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"9ec16f77-9ff2-4b8e-859e-104d19a61a23","BRH-1954","1954-04-30","1954-04-30",t,"None
PHOTO INDEX","2018-02-07 16:19:34.214226+00","2018-02-07 16:19:34.214205+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"0ed83262-6666-4a68-93b4-caff08551ccf","CUT-1951","1951-02-10","1951-05-04",t,"None
PHOTO INDEX
","2018-02-07 16:19:34.537604+00","2018-02-07 16:19:34.537583+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"e444e538-a2ed-4747-814c-a285905ee946","CXB-1972","1972-01-20","1972-01-20",t,"None
PHOTO INDEX - DUPLICATES
Portions of rolls 172 & 272.","2018-02-07 16:19:37.032718+00","2018-02-07 16:19:37.032696+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"019f4c0c-ce7a-4f9d-a4c0-761fd33f2d54","BRG-1948","1948-02-16","1948-02-28",t,"None
PHOTO INDEX
","2018-02-07 16:19:37.518261+00","2018-02-07 16:19:37.51824+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"ebe81767-8b4b-4016-b34a-b7042265153a","CKT-1955","1955-03-01","1955-03-01",t,"None
PHOTO INDEX","2018-02-07 16:19:38.001983+00","2018-02-07 16:19:38.001938+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"b7ee519e-bab7-4079-8c20-541786548cee","BRC-1951","1951-04-16","1951-05-05",t,"None
PHOTO INDEX
","2018-02-07 16:19:38.33327+00","2018-02-07 16:19:38.333208+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"fe8a6f3d-96bd-422d-a502-6b85c0345976","CUS-1972","1972-02-13","1972-02-13",t,"None
PHOTO INDEX","2018-02-07 16:19:38.77728+00","2018-02-07 16:19:38.777233+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"158ab8ab-5539-4f8d-9963-7ff18aa7c3c4","CVF-1972","1972-01-25","1972-02-07",t,"None
PHOTO INDEX
Roll 1:  25
Bonia & Farwell","2018-02-07 16:19:39.106227+00","2018-02-07 16:19:39.106192+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"90b0e9f1-6515-4f96-bd0a-47268203eec1","CZY-1958","1958-03-05","1958-03-05",t,"None
PHOTO INDEX","2018-02-07 16:19:39.724048+00","2018-02-07 16:19:39.724028+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"ebc32ad2-0465-4f95-b295-88ae006d5a2d","CGV-1956","1956-01-10","1956-01-10",t,"None
PHOTO INDEX","2018-02-07 16:19:40.049676+00","2018-02-07 16:19:40.049615+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"abd2ff7e-e89c-4ff0-90d4-2b1ce3cb56c0","DAG-1943","1943-05-11","1943-05-25",t,"None
1-679 and 1461-1510
","2018-02-07 16:19:40.372704+00","2018-02-07 16:19:40.372683+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"4f96e434-e3cc-4dcf-827a-65b1299d52e3","CGM-1960","1960-11-02","1960-11-02",t,"None
Contains portions of roll 1","2018-02-07 16:19:41.030295+00","2018-02-07 16:19:41.030275+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"64867b6b-b7d6-438f-af5e-d7299832e125","CUJ-1974","1974-11-26","1974-11-26",t,"None
PHOTO INDEX-MISSING","2018-02-07 16:19:41.435507+00","2018-02-07 16:19:41.435487+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"d16215bc-e0ae-4ac5-b330-f3a8efaecaea","EVK-1968","1968-04-30","1968-04-30",t,"None
PHOTO INDEX","2018-02-07 16:19:42.378742+00","2018-02-07 16:19:42.378722+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"e3c8833f-d66e-467c-94c8-91a3fbba07f2","DBA-1959","1959-10-15","1959-10-15",t,"None
PHOTO INDEX","2018-02-07 16:19:42.700674+00","2018-02-07 16:19:42.700627+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"12954972-8088-44e0-9645-4ba1db58dd94","CRU-1950","1950-03-05","1950-05-23",t,"None
PHOTO INDEX
City of  Lubbock (Portion of roll 4F)","2018-02-07 16:19:43.47977+00","2018-02-07 16:19:43.47975+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"9b8f3f6b-5a31-41c0-a388-e379f74a8321","CWY-1962","1962-11-28","1962-12-03",t,"","2018-02-07 16:19:41.759781+00","2018-08-16 19:19:16.696336+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"8578d9d7-558c-49b2-9b56-3d8c39d6561c","AWY-1951","1951-03-20","1951-04-13",t,"None
PHOTO INDEX

","2018-02-07 16:19:44.855887+00","2018-02-07 16:19:44.855848+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"2ba6262a-de3e-446d-bbfe-2861db75e429","DAF-1965","1965-11-12","1965-11-12",t,"None
PHOTO INDEX
Contains portions of rolls 1-2 and 4.","2018-02-07 16:19:45.439051+00","2018-02-07 16:19:45.43903+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"7bdbcde0-0bf4-49ee-97ce-b2899224de47","CGV-1950","1950-04-29","1950-04-29",t,"None
PHOTO INDEX","2018-02-07 16:19:46.369777+00","2018-02-07 16:19:46.369756+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"cdcee7ea-6240-4fc0-ad4d-3093c4721a2f","CRG-1957","1957-12-13","1957-12-13",t,"None
PHOTO INDEX
","2018-02-07 16:19:46.873318+00","2018-02-07 16:19:46.873297+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"8ca5d117-238a-4d78-90f0-b54254dfb395","CUH-1956","1956-02-10","1956-02-10",t,"None
PHOTO INDEX","2018-02-07 16:19:36.601574+00","2018-08-16 19:22:08.414132+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"bec1154b-935e-435b-8173-3552a6b5b802","BRC-1966","1966-01-14","1966-01-14",t,"None
PHOTO INDEX
Contains portions of roll 1","2018-02-07 16:19:48.150331+00","2018-02-07 16:19:48.150296+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"aaac1e95-1521-49a8-9df8-2876d18e5d3c","CVG-1953","1953-01-10","1953-01-10",t,"None
PHOTO INDEX","2018-02-07 16:19:48.641032+00","2018-02-07 16:19:48.641011+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"1b98b279-a4fb-41b6-8fec-12fadb0d3615","38","1937-11-21","1937-11-21",t,"","2018-02-07 16:19:47.741137+00","2018-06-11 20:42:29.415389+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"99b50f62-630c-4846-9295-758b87bd6905","NHAP-1981","1981-11-02","1981-11-02",t,"None
Portions of roll 227.","2018-02-07 16:19:29.408144+00","2018-06-27 19:08:51.771657+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"9e7861be-eca9-4086-a276-c8b7a8273740","CUP-1950","1950-01-25","1950-12-17",t,"None

PHOTO INDEX
","2018-02-07 16:19:52.13421+00","2018-02-07 16:19:52.134165+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"20e15005-9736-4f22-a325-3079aca31e90","296325","1977-02-04","1977-02-04",t,"None
Covers whole county except TAMU","2018-02-07 16:19:53.472713+00","2018-02-07 16:19:53.472679+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"eb0b2d8f-9463-46e7-b396-addf39c67603","DAR-1962","1962-01-18","1962-01-18",t,"None
PHOTO INDEX","2018-02-07 16:19:53.878612+00","2018-02-07 16:19:53.878593+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"76d2dc64-5a99-40cb-aad7-fc8e00a8d8e7","CGM-1968","1968-10-27","1968-10-27",t,"None
PHOTO INDEX","2018-02-07 16:19:54.201036+00","2018-02-07 16:19:54.201016+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"8deb34ec-cc64-44f0-9895-1423b8d361db","CKU-1940","1940-01-30","1940-04-12",t,"None
PHOTO INDEX
","2018-02-07 16:19:54.522774+00","2018-02-07 16:19:54.522753+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"27ac8736-f233-4a82-a7ac-ab092345b80a","DFZ-1971","1971-12-21","1971-12-21",t,"None
PHOTO INDEX","2018-02-07 16:19:55.042615+00","2018-02-07 16:19:55.04258+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"1f00fec0-66fd-47a7-a4d3-f594dc982e21","BRM-1948","1948-02-28","1948-02-28",t,"None
PHOTO INDEX","2018-02-07 16:19:55.363574+00","2018-02-07 16:19:55.363555+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"4c36bf9c-00f0-4093-8344-8655454e22fa","DMD-1940","1940-03-15","1940-05-15",t,"None
PHOTO INDEX
","2018-02-07 16:19:56.087729+00","2018-02-07 16:19:56.087708+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"932a0f4c-615e-40b2-abe6-6bab6961bf24","DAR-1946","1946-03-04","1946-03-13",t,"None
PHOTO INDEX
","2018-02-07 16:19:56.755967+00","2018-02-07 16:19:56.755945+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"3bfa1b00-93a6-48c7-a033-97ba85259872","CGX-1957","1957-10-24","1957-12-20",t,"None
PHOTO INDEX
Portions of rolls 1-6.","2018-02-07 16:19:57.246962+00","2018-02-07 16:19:57.246941+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"66065fb5-fa23-4c43-bd63-c5de820b4e44","DAU-1954","1954-01-06","1954-01-06",t,"None
PHOTO INDEX","2018-02-07 16:20:25.811699+00","2018-02-07 16:20:25.811678+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"82267114-ef51-4ce8-8296-f3143f2d8ef5","BRJ-1951","1951-06-04","1951-06-04",t,"None
PHOTO INDEX","2018-02-07 16:19:43.94381+00","2018-05-31 14:25:29.432394+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"5e64f249-ee86-484a-a248-17a7b30591a6","CRR-1962","1962-12-30","1962-12-30",t,"","2018-02-07 16:19:51.6401+00","2018-04-07 14:57:46.562521+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"bb1c2208-09f3-4577-9430-cca6dd3c291e","CKZ-1958","1958-11-21","1958-11-21",t,"","2018-02-07 16:19:43.028374+00","2018-04-07 18:16:20.980818+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"f210e2e2-6b87-45ee-ae32-cc9b4a76921f","CON-1970","1970-03-27","1970-04-13",t,"","2018-02-07 16:19:33.283993+00","2018-04-07 19:01:25.191259+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"c6a4b6a3-9a9b-4d68-bf06-a8c3ce2cc4f3","DYJ-1955","1955-09-08","1955-11-18",t,"","2018-02-07 16:19:34.982667+00","2018-04-07 19:10:19.115369+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"ff1a24fc-5d60-4396-a697-19b03d30a330","CGD-1968","1968-11-18","1968-11-20",t,"","2018-02-07 16:19:49.829112+00","2018-07-20 16:16:28.659045+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"db617511-649c-44bc-9440-cb2c26de5f04","DMI-1964","1964-10-22","1964-10-22",t,"","2018-02-07 16:19:52.740256+00","2018-04-07 21:22:18.169199+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"1d88fb9e-4d33-42b7-9c4c-7c8d60d2afa7","CRN-1959","1959-04-04","1959-04-23",t,"","2018-02-07 16:19:35.428974+00","2018-07-30 13:36:03.812073+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"df941142-2e1e-455a-9f69-6782e2135792","DYP-1960","1960-03-23","1960-03-23",t,"","2018-02-07 16:19:30.821737+00","2018-04-07 22:54:27.596338+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"f5bb998c-c55e-4fda-8e54-eae11480689d","DJX-1957","1957-11-30","1957-11-30",t,"None
MAJOR CITIES; Contains portions of rolls 1-8.","2018-02-07 16:19:55.685483+00","2018-04-07 23:58:49.329586+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"d27901dd-1e67-4fb6-9e1a-eecd1217a552","DMD-1964","1964-11-26","1964-12-13",t,"","2018-02-07 16:19:35.912713+00","2018-04-10 18:26:32.941549+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"5a85a8fc-c91b-4039-b83c-fc84250406b1","VEIX","1977-06-04","1977-06-04",t,"","2018-02-07 16:19:49.417149+00","2018-06-05 15:18:19.067255+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"f25592d0-87b6-4dcd-a738-36f55d71d539","BRJ-1957","1957-11-20","1957-11-20",t,"","2018-02-07 16:19:31.349451+00","2018-05-31 14:25:07.259976+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"065d2202-67fa-4dd2-9dfd-9c09f7abf701","VDJI","1974-01-20","1974-01-20",t,"","2018-02-07 16:19:51.05619+00","2018-06-05 15:42:58.959111+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"78010491-e3b7-4560-abc6-cd3cb06e8d18","VDTK","1976-10-05","1976-10-05",t,"","2018-02-07 16:19:47.320527+00","2018-06-29 13:58:55.818548+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"3c7e76ca-831e-4443-a05b-92480e40cc8b","CGT","1958-03-26","1958-03-26",t,"","2018-02-07 16:19:44.269629+00","2018-06-29 19:16:59.307825+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"efa33d36-bc34-4cef-af24-84a6c0729434","CGD-1960","1960-01-21","1960-03-17",t,"","2018-02-07 16:19:32.680157+00","2018-07-20 16:15:34.025081+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"6cd534ac-6336-4da5-a134-0e818c9cc308","CGE-1968","1968-12-04","1968-12-05",t,"","2018-02-07 16:19:48.962224+00","2018-07-20 18:09:36.638438+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
